account_id,application_date,age,gender,region,education,employment_type,product_tier,channel,is_autopay,has_collateral,credit_score,monthly_income,annual_income,existing_debt,debt_to_income,loan_amount,interest_rate,term_months,monthly_payment,total_payment,num_late_payments,num_inquiries_90d,tenure_days,nps_score,customer_feedback,default_notice_date,defaulted
ACCT-0001964,2024-08-16,,female,west,bachelor,full_time,basic,online,True,False,608,2739.96,33300.97,22909.05,0.6879,17326.36,0.0911,84,279.73,23497.08,2,3.0,372,7.0,,,0
ACCT-0001266,2023-10-11,33.0,female,west,bachelor,full_time,premium,online,True,False,675,4414.24,52482.97,18427.85,0.3511,14452.75,0.1058,60,311.24,18674.43,1,0.0,965,7.0,"easy to track payments through the mobile app. transparent fees, no hidden charges that I noticed.",,0
ACCT-0000849,2024-08-05,33.0,male,west,associate,full_time,standard,branch,False,True,701,3831.01,45837.81,,0.3694,11995.98,0.0762,12,1041.39,12496.71,0,2.0,1058,4.0,very smooth application process and the agent was helpful.,,0
ACCT-0000101,2024-03-29,40.0,male,northeast,associate,full_time,basic,online,False,False,719,4217.11,50384.06,17400.05,0.3453,26990.24,0.0693,84,406.39,34136.63,1,3.0,863,6.0,"great customer service, will recommend to friends and family. rates were competitive and the funds came through quickly. transparent fees, no hidden charges that I noticed.",,0
ACCT-0001642,2023-01-20,56.0,male,midwest,high_school,self_employed,standard,online,False,True,746,5081.11,61254.7,15527.99,0.2535,27425.14,0.0689,84,412.47,34647.89,1,0.0,405,8.0,"ok experience overall, no strong feelings to share. documentation requirements were typical for this kind of loan.",,0
ACCT-0000420,2023-01-19,42.0,male,south,bachelor,full_time,standard,online,False,True,684,5024.26,59713.67,23968.08,0.4014,60058.46,0.0335,24,2590.76,62178.36,1,3.0,1227,10.0,very smooth application process and the agent was helpful.,,0
ACCT-0000094,2024-08-15,38.0,female,west,bachelor,full_time,basic,mobile,True,False,630,6947.3,83238.42,36303.16,0.4361,95209.64,0.0615,60,1847.2,110832.09,0,0.0,86,9.0,"rates were competitive and the funds came through quickly. great customer service, will recommend to friends and family.",,0
ACCT-0000357,2022-04-09,39.0,male,pacific,high_school,full_time,standard,online,False,False,702,5886.93,70409.89,22353.78,0.3175,52063.92,0.0329,60,942.3,56537.96,0,1.0,870,3.0,"process was fine, nothing exceptional either way. documentation requirements were typical for this kind of loan.",,0
ACCT-0001331,2024-02-03,45.0,male,pacific,bachelor,full_time,basic,online,True,False,731,5786.77,69592.23,22384.6,0.3217,41577.97,0.1318,12,3717.08,44604.96,1,3.0,401,1.0,very smooth application process and the agent was helpful.,,0
ACCT-0001618,2024-12-28,53.0,male,pacific,bachelor,full_time,standard,mobile,False,False,701,5768.97,69129.52,19856.2,0.2872,65666.76,0.0895,72,1181.89,85095.88,0,1.0,1318,8.0,"transparent fees, no hidden charges that I noticed. rates were competitive and the funds came through quickly.",,0
ACCT-0002379,2022-07-26,45.0,female,west,bachelor,full_time,basic,mobile,True,True,645,3580.09,42662.26,9305.36,0.2181,59183.82,0.0837,12,5158.51,61902.16,0,2.0,31,6.0,"ok experience overall, no strong feelings to share. documentation requirements were typical for this kind of loan. process was fine, nothing exceptional either way.",,0
ACCT-0002198,2022-04-02,45.0,female,midwest,associate,part_time,basic,branch,False,True,850,2746.9,32945.84,16821.21,0.5106,31715.16,0.0749,72,548.21,39470.77,1,0.0,728,7.0,"transparent fees, no hidden charges that I noticed. rates were competitive and the funds came through quickly.",,0
ACCT-0002206,2024-10-11,18.0,male,south,bachelor,full_time,basic,online,False,False,683,5342.77,63641.77,18933.51,0.2975,37224.16,0.0745,48,899.14,43158.81,0,2.0,941,4.0,"easy to track payments through the mobile app. great customer service, will recommend to friends and family. rates were competitive and the funds came through quickly.",,0
ACCT-0001792,2023-10-03,41.0,male,midwest,high_school,full_time,basic,mobile,True,False,747,8406.25,100658.7,17798.3,0.1768,68735.33,0.0732,60,1371.43,82286.09,0,3.0,552,5.0,"ok experience overall, no strong feelings to share.",,0
ACCT-0000688,2024-11-20,18.0,male,midwest,associate,self_employed,premium,online,True,False,723,6316.04,76083.34,42503.75,0.5586,61121.65,0.0599,84,892.5,74970.25,1,1.0,341,9.0,"fees were not explained clearly upfront, very disappointing. interest rate jumped after the first quarter without warning.",2025-04-10,1
ACCT-0001575,2024-05-04,69.0,female,south,high_school,full_time,standard,online,True,False,687,3039.82,36398.7,12222.7,0.3358,11433.22,0.1002,24,527.7,12664.73,0,3.0,585,5.0,"great customer service, will recommend to friends and family. easy to track payments through the mobile app.",,0
ACCT-0001622,2022-04-04,36.0,female,west,high_school,self_employed,standard,online,False,False,690,10537.3,126147.19,23915.47,0.1896,94424.12,0.0875,24,4302.83,103267.96,0,3.0,220,7.0,easy to track payments through the mobile app.,,0
ACCT-0001893,2023-12-12,35.0,female,midwest,bachelor,full_time,standard,online,False,False,673,2113.32,25172.48,5235.81,0.208,13540.96,0.0682,72,229.7,16538.68,0,1.0,978,3.0,"documentation requirements were typical for this kind of loan. process was fine, nothing exceptional either way.",,0
ACCT-0002034,2023-02-15,37.0,female,south,bachelor,full_time,basic,agent,False,False,722,4900.1,58945.16,14470.33,0.2455,68688.42,0.0828,36,2161.33,77807.96,3,0.0,1115,,very smooth application process and the agent was helpful.,,0
ACCT-0000093,2023-12-16,44.0,female,northeast,associate,self_employed,basic,mobile,True,False,706,4383.75,52411.67,13591.14,0.2593,58713.35,0.0787,36,1836.41,66110.89,1,0.0,300,9.0,"process was fine, nothing exceptional either way.",,0
ACCT-0002154,2024-06-01,40.0,male,northeast,bachelor,full_time,premium,online,True,False,638,12166.12,145636.0,28502.84,0.1957,45713.79,0.1434,24,2202.28,52854.65,0,1.0,927,6.0,still evaluating against other offers from competitor banks.,,0
ACCT-0001991,2022-07-27,35.0,female,pacific,associate,full_time,standard,branch,False,True,587,4499.73,54275.46,16792.82,0.3094,40753.59,0.1094,48,1052.15,50503.42,0,2.0,1058,9.0,rates were competitive and the funds came through quickly.,,0
ACCT-0001955,2024-02-28,25.0,female,northeast,associate,full_time,standard,online,False,True,722,8635.67,103899.8,20904.77,0.2012,87528.69,0.0472,12,7481.84,89782.08,0,0.0,230,8.0,"documentation requirements were typical for this kind of loan. ok experience overall, no strong feelings to share. took longer than expected but got approved in the end.",,0
ACCT-0002146,2024-04-29,47.0,female,northeast,high_school,contract,standard,mobile,True,True,552,6181.53,74140.16,13776.63,0.1858,39308.12,0.1093,72,746.81,53770.64,0,2.0,805,10.0,"process was fine, nothing exceptional either way. ok experience overall, no strong feelings to share.",,0
ACCT-0000312,2022-07-26,,female,south,bachelor,self_employed,basic,online,False,False,595,4781.31,57248.77,19291.62,0.337,35744.24,0.0626,84,526.6,44234.48,0,4.0,333,8.0,"documentation requirements were typical for this kind of loan. process was fine, nothing exceptional either way. ok experience overall, no strong feelings to share.",,0
ACCT-0001938,2022-02-24,38.0,male,south,high_school,full_time,standard,online,True,False,521,1760.58,20913.52,18037.84,0.8625,27899.72,0.1331,12,2496.03,29952.42,2,1.0,599,7.0,very smooth application process and the agent was helpful.,,0
ACCT-0000359,2024-03-27,48.0,female,south,bachelor,full_time,standard,mobile,True,False,716,8198.41,98673.52,21129.63,0.2141,30666.02,0.1158,84,534.41,44890.67,0,3.0,391,8.0,took longer than expected but got approved in the end.,,0
ACCT-0000300,2024-11-03,18.0,female,south,associate,full_time,basic,branch,False,False,626,3480.2,41607.18,12407.4,0.2982,39372.58,0.0797,12,3424.42,41093.02,1,0.0,936,7.0,"ok experience overall, no strong feelings to share.",,0
ACCT-0002330,2022-05-25,50.0,male,south,bachelor,full_time,premium,mobile,True,False,764,5117.4,61502.14,28165.7,0.458,28837.49,0.0807,36,904.54,32563.61,2,2.0,1077,7.0,rates were competitive and the funds came through quickly.,,0
ACCT-0000640,2022-08-01,49.0,female,south,graduate,full_time,standard,mobile,True,False,690,4116.04,49296.41,18141.27,0.368,50170.56,0.116,36,1656.92,59649.02,1,4.0,865,8.0,took longer than expected but got approved in the end. documentation requirements were typical for this kind of loan.,,0
ACCT-0000411,2022-11-03,29.0,female,northeast,bachelor,full_time,basic,branch,True,True,833,2296.6,27966.18,11681.65,0.4177,25039.74,0.0788,48,609.85,29272.6,1,2.0,579,6.0,documentation requirements were typical for this kind of loan.,,0
ACCT-0000293,2023-02-16,23.0,male,northeast,high_school,full_time,premium,mobile,False,False,658,5750.26,68737.22,12857.06,0.187,26683.69,0.0614,60,517.58,31054.53,0,2.0,1086,7.0,"great customer service, will recommend to friends and family. easy to track payments through the mobile app. very smooth application process and the agent was helpful.",,0
ACCT-0001633,2023-04-23,27.0,male,south,high_school,full_time,basic,agent,True,True,674,3096.84,36730.53,10922.74,0.2974,39060.3,0.1366,24,1869.07,44857.65,1,2.0,1484,5.0,"easy to track payments through the mobile app. great customer service, will recommend to friends and family.",,0
ACCT-0000724,2023-01-14,46.0,female,west,bachelor,part_time,standard,online,True,False,718,3215.35,39062.85,24253.75,0.6209,19446.6,0.06,12,1673.67,20084.09,1,,425,3.0,"ok experience overall, no strong feelings to share. still evaluating against other offers from competitor banks.",,0
ACCT-0002396,2024-10-13,25.0,male,south,associate,full_time,standard,online,True,True,742,4109.07,49007.24,17795.09,0.3631,29811.3,0.0663,84,444.56,37342.8,0,1.0,1250,6.0,"process was fine, nothing exceptional either way.",,0
ACCT-0000347,2022-06-19,40.0,male,pacific,graduate,full_time,basic,online,True,False,715,5259.94,63085.4,10411.01,0.165,16710.13,0.0969,48,421.37,20225.67,0,1.0,373,6.0,"process was fine, nothing exceptional either way. took longer than expected but got approved in the end.",,0
ACCT-0000553,2022-01-22,38.0,male,west,high_school,part_time,basic,mobile,True,False,668,2815.7,33691.6,8031.14,0.2384,22746.19,0.0655,24,1013.8,24331.29,1,1.0,980,6.0,rates were competitive and the funds came through quickly. easy to track payments through the mobile app.,,0
ACCT-0000953,2024-02-15,48.0,male,west,bachelor,self_employed,basic,online,True,False,712,4856.67,58017.56,18310.79,0.3156,59310.2,0.0959,72,1086.5,78228.17,0,1.0,724,8.0,easy to track payments through the mobile app. rates were competitive and the funds came through quickly.,,0
ACCT-0000408,2022-04-02,42.0,female,west,high_school,full_time,basic,branch,False,False,609,4174.32,50267.0,16153.18,0.3213,68416.11,0.129,72,1369.64,98614.37,1,4.0,287,10.0,very smooth application process and the agent was helpful. easy to track payments through the mobile app.,,0
ACCT-0000170,2022-03-24,33.0,male,midwest,bachelor,contract,premium,online,False,True,493,7595.73,90787.75,19210.96,0.2116,32482.75,0.146,12,2925.75,35108.98,2,0.0,474,9.0,rates were competitive and the funds came through quickly.,,0
ACCT-0001537,2023-08-06,40.0,male,midwest,bachelor,full_time,basic,online,True,True,728,3521.61,41880.44,13073.55,0.3122,44564.03,0.11,48,1151.88,55290.35,0,1.0,842,4.0,,,0
ACCT-0001533,2022-06-15,18.0,female,pacific,bachelor,full_time,basic,online,True,False,564,3128.82,37225.02,29994.33,0.8058,18550.22,0.08,48,452.86,21737.31,2,1.0,1269,2.0,support never returned my calls about the missed payment.,2023-10-23,1
ACCT-0001114,2023-12-12,37.0,female,west,high_school,full_time,basic,online,True,False,661,2335.05,27914.03,9094.8,0.3258,19359.3,0.0761,24,872.1,20930.36,0,2.0,1446,5.0,very smooth application process and the agent was helpful.,,0
ACCT-0000298,2024-12-16,33.0,male,midwest,bachelor,full_time,standard,agent,True,False,784,3095.73,36642.92,7536.85,0.2057,45162.52,0.0526,48,1045.3,50174.43,0,0.0,1077,8.0,"transparent fees, no hidden charges that I noticed. easy to track payments through the mobile app.",,0
ACCT-0001386,2024-08-02,39.0,female,south,associate,part_time,standard,mobile,True,True,577,4962.66,59520.9,13163.06,0.2212,25743.24,0.0649,60,503.53,30211.59,0,,296,9.0,very smooth application process and the agent was helpful.,,0
ACCT-0002343,2023-02-01,63.0,male,west,associate,full_time,basic,branch,False,True,726,6895.36,82425.11,23818.25,0.289,92059.03,0.0979,12,8084.26,97011.12,0,0.0,873,7.0,"ok experience overall, no strong feelings to share.",,0
ACCT-0000579,2023-03-23,44.0,female,west,bachelor,part_time,basic,online,True,False,726,5193.99,62581.66,20138.13,0.3218,83533.36,0.089,36,2652.45,95488.11,0,0.0,921,7.0,"easy to track payments through the mobile app. great customer service, will recommend to friends and family.",,0
ACCT-0000199,2023-11-24,55.0,female,west,bachelor,full_time,standard,online,True,True,691,3890.16,46782.73,27793.6,0.5941,13637.47,0.1096,36,446.2,16063.25,1,0.0,1005,6.0,took longer than expected but got approved in the end.,,0
ACCT-0002364,2022-03-01,53.0,female,pacific,bachelor,full_time,basic,mobile,False,True,700,8344.84,99863.32,23290.75,0.2332,99251.03,0.0857,36,3136.47,112912.82,1,2.0,915,6.0,rates were competitive and the funds came through quickly. very smooth application process and the agent was helpful.,,0
ACCT-0002116,2024-08-28,28.0,female,south,associate,part_time,basic,mobile,True,False,630,1354.35,16451.46,10007.72,0.6083,12870.35,0.0961,24,591.56,14197.51,0,2.0,1367,9.0,,,0
ACCT-0002277,2024-08-06,41.0,female,west,graduate,self_employed,standard,agent,True,False,807,7752.54,92682.84,18491.83,0.1995,26694.8,0.0748,12,2315.7,27788.42,0,2.0,1263,8.0,took longer than expected but got approved in the end. still evaluating against other offers from competitor banks.,,0
ACCT-0001263,2023-09-17,44.0,female,midwest,bachelor,contract,standard,online,True,False,465,5477.47,65907.26,22824.72,0.3463,40550.03,0.1409,60,945.5,56729.85,0,,410,7.0,very smooth application process and the agent was helpful. easy to track payments through the mobile app.,,0
ACCT-0002458,2023-01-01,25.0,male,midwest,associate,full_time,premium,online,False,False,820,6294.46,76479.67,17634.05,0.2306,24828.17,0.0465,24,1085.33,26047.9,0,1.0,1481,5.0,"very smooth application process and the agent was helpful. great customer service, will recommend to friends and family.",,0
ACCT-0001778,2022-09-20,52.0,male,pacific,associate,self_employed,premium,online,True,True,705,3085.1,37395.45,18104.92,0.4841,40532.91,0.067,24,1809.24,43421.8,0,3.0,1096,5.0,"process was fine, nothing exceptional either way. took longer than expected but got approved in the end. ok experience overall, no strong feelings to share.",,0
ACCT-0002486,2022-05-20,51.0,male,west,bachelor,contract,standard,agent,True,False,657,6668.29,80123.21,15534.02,0.1939,25519.96,0.0931,12,2235.42,26825.08,2,0.0,720,5.0,"ok experience overall, no strong feelings to share.",,0
ACCT-0000372,2024-07-17,18.0,male,west,associate,self_employed,basic,online,False,True,607,4415.41,52154.11,33770.21,0.6475,44677.18,0.0944,72,815.13,58689.59,0,3.0,734,4.0,easy to track payments through the mobile app. very smooth application process and the agent was helpful.,,0
ACCT-0001940,2024-05-17,41.0,nonbinary,midwest,bachelor,full_time,standard,online,False,False,716,7176.78,86303.7,25118.13,0.291,84633.72,0.073,72,1455.23,104776.81,1,1.0,465,7.0,"ok experience overall, no strong feelings to share. still evaluating against other offers from competitor banks.",,0
ACCT-0000664,2022-06-11,47.0,male,northeast,bachelor,part_time,standard,online,False,False,770,3624.8,43370.29,10367.06,0.239,53028.7,0.069,72,901.61,64916.14,2,0.0,159,7.0,easy to track payments through the mobile app. very smooth application process and the agent was helpful.,,0
ACCT-0000799,2022-08-09,43.0,male,midwest,high_school,contract,basic,branch,True,False,478,3746.96,45330.41,12038.11,0.2656,29547.47,0.1345,12,2645.29,31743.46,0,0.0,554,5.0,rates were competitive and the funds came through quickly. easy to track payments through the mobile app.,,0
ACCT-0000376,2022-07-16,37.0,female,west,bachelor,full_time,basic,online,False,True,474,2643.06,31847.32,11072.71,0.3477,19619.35,0.0968,48,494.59,23740.31,1,0.0,1304,7.0,"great customer service, will recommend to friends and family. transparent fees, no hidden charges that I noticed.",,0
ACCT-0000910,2023-11-04,39.0,male,south,associate,full_time,basic,agent,False,True,681,5831.85,69852.17,15476.99,0.2216,43187.44,0.0636,24,1921.15,46107.59,1,0.0,1044,8.0,"still evaluating against other offers from competitor banks. process was fine, nothing exceptional either way.",,0
ACCT-0001116,2023-02-08,49.0,female,midwest,bachelor,contract,basic,agent,False,True,540,4791.77,57505.04,,0.2376,48682.46,0.1479,72,1023.92,73722.05,0,1.0,1331,6.0,"still evaluating against other offers from competitor banks. process was fine, nothing exceptional either way. documentation requirements were typical for this kind of loan.",,0
ACCT-0001711,2022-12-27,25.0,male,west,graduate,part_time,standard,online,True,True,680,2027.36,24456.24,22014.95,0.9002,19185.12,0.0688,84,288.39,24224.54,0,1.0,151,7.0,"transparent fees, no hidden charges that I noticed.",,0
ACCT-0002286,2023-07-05,31.0,male,midwest,associate,part_time,basic,agent,False,False,613,2888.95,34543.55,19540.94,0.5657,10710.12,0.1055,24,496.95,11926.73,2,,599,6.0,"rates were competitive and the funds came through quickly. easy to track payments through the mobile app. great customer service, will recommend to friends and family.",,0
ACCT-0002200,2023-10-24,40.0,female,west,associate,part_time,standard,online,True,False,678,2562.07,30748.38,8854.51,0.288,39928.42,0.106,72,751.84,54132.61,0,3.0,931,10.0,very smooth application process and the agent was helpful.,,0
ACCT-0002276,2024-06-14,33.0,male,pacific,bachelor,full_time,standard,mobile,False,True,657,10592.55,127457.58,26308.67,0.2064,142840.02,0.0654,48,3390.39,162738.93,0,0.0,1359,8.0,,,0
ACCT-0001012,2023-09-05,40.0,male,south,high_school,full_time,basic,online,False,False,758,9126.09,109223.36,22426.15,0.2053,61330.27,0.066,36,1882.39,67766.14,0,0.0,277,10.0,"transparent fees, no hidden charges that I noticed.",,0
ACCT-0000265,2022-06-21,42.0,male,south,bachelor,full_time,standard,online,True,True,753,4714.57,56914.91,10979.16,0.1929,70710.54,0.0922,60,1475.49,88529.26,1,3.0,231,5.0,"took longer than expected but got approved in the end. still evaluating against other offers from competitor banks. process was fine, nothing exceptional either way.",,0
ACCT-0001677,2022-12-13,44.0,male,pacific,graduate,full_time,basic,mobile,True,False,686,3212.94,38117.09,20569.22,0.5396,14963.94,0.0536,84,214.06,17980.88,3,0.0,1215,6.0,"process was fine, nothing exceptional either way.",,0
ACCT-0001074,2023-08-20,39.0,male,northeast,high_school,full_time,standard,online,True,False,734,5501.03,66359.2,28372.53,0.4276,27437.68,0.1064,12,2420.4,29044.74,1,4.0,1468,,"transparent fees, no hidden charges that I noticed. easy to track payments through the mobile app.",,0
ACCT-0002087,2024-09-19,32.0,male,northeast,graduate,full_time,premium,online,True,False,743,9100.8,109337.93,24815.66,0.227,94010.16,0.0989,24,4333.45,104002.69,0,3.0,211,3.0,"great customer service, will recommend to friends and family. rates were competitive and the funds came through quickly.",,0
ACCT-0000937,2022-01-31,30.0,nonbinary,south,bachelor,full_time,standard,branch,True,False,632,5364.84,64338.76,25564.86,0.3973,58045.92,0.088,60,1199.3,71958.04,1,1.0,906,9.0,very smooth application process and the agent was helpful.,,0
ACCT-0000043,2022-12-10,26.0,male,northeast,associate,full_time,basic,online,True,False,675,5962.71,72343.59,21478.72,0.2969,95506.2,0.0441,72,1511.94,108859.75,1,,402,3.0,"transparent fees, no hidden charges that I noticed. great customer service, will recommend to friends and family.",,0
ACCT-0001517,2023-05-14,37.0,male,south,high_school,full_time,standard,online,False,False,585,3251.86,39026.56,9782.68,0.2507,10719.07,0.1096,36,350.74,12626.82,0,2.0,387,9.0,"easy to track payments through the mobile app. great customer service, will recommend to friends and family. rates were competitive and the funds came through quickly.",,0
ACCT-0002393,2024-11-08,38.0,female,south,bachelor,full_time,standard,mobile,False,False,627,3276.75,39804.15,15927.36,0.4001,20810.91,0.1007,36,672.2,24199.16,0,1.0,1393,8.0,"transparent fees, no hidden charges that I noticed. easy to track payments through the mobile app.",,0
ACCT-0000815,2023-08-26,50.0,female,northeast,high_school,part_time,basic,online,False,True,704,3376.12,40976.41,10035.1,0.2449,10833.95,0.0796,12,942.24,11306.85,1,0.0,1016,6.0,easy to track payments through the mobile app. very smooth application process and the agent was helpful.,,0
ACCT-0000948,2023-12-25,45.0,male,pacific,bachelor,full_time,standard,branch,True,True,650,3617.27,43496.83,18276.88,0.4202,31521.15,0.0967,72,578.8,41673.53,1,0.0,441,5.0,easy to track payments through the mobile app. very smooth application process and the agent was helpful. rates were competitive and the funds came through quickly.,,0
ACCT-0001137,2022-02-12,18.0,male,midwest,high_school,full_time,standard,branch,False,False,721,1721.63,20912.81,,0.9155,23359.5,0.0833,24,1060.05,25441.27,0,4.0,442,4.0,support never returned my calls about the missed payment. interest rate jumped after the first quarter without warning. the agent kept rescheduling and the process took weeks.,2023-02-22,1
ACCT-0000184,2022-03-28,34.0,female,west,bachelor,full_time,standard,online,True,False,554,2710.21,32633.31,18486.67,0.5665,25593.08,0.0647,36,784.05,28225.81,1,0.0,1300,5.0,"transparent fees, no hidden charges that I noticed. rates were competitive and the funds came through quickly. very smooth application process and the agent was helpful.",,0
ACCT-0002053,2023-01-11,47.0,male,south,graduate,contract,premium,mobile,True,False,650,5620.5,67778.81,14416.34,0.2127,29843.16,0.1248,72,590.95,42548.53,1,1.0,1175,10.0,"great customer service, will recommend to friends and family. very smooth application process and the agent was helpful. easy to track payments through the mobile app.",,0
ACCT-0001173,2022-06-20,28.0,male,midwest,bachelor,full_time,premium,agent,False,True,751,4556.58,54697.04,10917.89,0.1996,72829.69,0.095,72,1330.97,95830.13,1,4.0,126,,"ok experience overall, no strong feelings to share.",,0
ACCT-0002395,2024-11-20,36.0,female,northeast,associate,full_time,premium,mobile,True,False,445,3066.71,36791.43,23939.37,0.6507,15592.06,0.1118,12,1379.34,16552.11,0,0.0,626,10.0,"documentation requirements were typical for this kind of loan. ok experience overall, no strong feelings to share.",,0
ACCT-0002251,2024-11-03,19.0,female,midwest,bachelor,full_time,standard,branch,False,False,710,3620.43,43753.77,15008.91,0.343,37034.23,0.0961,48,932.29,44749.71,2,1.0,1474,10.0,very smooth application process and the agent was helpful. easy to track payments through the mobile app. rates were competitive and the funds came through quickly.,,0
ACCT-0000239,2024-11-01,20.0,male,midwest,bachelor,self_employed,basic,online,False,True,735,7968.46,95406.3,19528.88,0.2047,91949.45,0.0661,84,1370.13,115091.16,0,2.0,1092,0.0,"transparent fees, no hidden charges that I noticed. easy to track payments through the mobile app.",,0
ACCT-0002470,2022-05-05,45.0,male,midwest,high_school,self_employed,basic,mobile,True,True,639,2993.62,36105.42,14236.62,0.3943,49343.34,0.0967,24,2269.39,54465.46,0,3.0,1255,3.0,very smooth application process and the agent was helpful. rates were competitive and the funds came through quickly.,,0
ACCT-0000060,2023-02-26,43.0,male,south,bachelor,part_time,standard,branch,True,False,782,3308.91,39986.86,9219.44,0.2306,55300.04,0.0831,36,1740.89,62672.06,2,1.0,838,6.0,the autopay system charged me twice in the same month. support never returned my calls about the missed payment.,2023-08-19,1
ACCT-0001353,2023-01-10,51.0,female,south,associate,full_time,basic,mobile,False,False,766,5451.25,65816.74,13710.53,0.2083,79420.25,0.0595,72,1314.17,94620.45,0,2.0,1143,9.0,"easy to track payments through the mobile app. very smooth application process and the agent was helpful. transparent fees, no hidden charges that I noticed.",,0
ACCT-0001996,2023-04-05,38.0,female,south,graduate,part_time,premium,online,True,False,731,5822.96,69973.38,15113.48,0.216,72886.32,0.0905,12,6375.81,76509.74,0,4.0,672,7.0,documentation requirements were typical for this kind of loan.,,0
ACCT-0001621,2022-03-16,41.0,female,midwest,bachelor,full_time,standard,online,True,False,756,4433.14,53278.84,22247.39,0.4176,51065.42,0.0747,60,1022.45,61347.22,0,2.0,822,7.0,"rates were competitive and the funds came through quickly. great customer service, will recommend to friends and family. very smooth application process and the agent was helpful.",,0
ACCT-0000961,2022-07-14,61.0,female,midwest,bachelor,full_time,basic,online,True,False,546,3061.02,36811.39,19144.71,0.5201,16005.63,0.0992,84,265.03,22262.25,1,0.0,1153,4.0,"transparent fees, no hidden charges that I noticed.",,0
ACCT-0001863,2023-05-31,32.0,male,pacific,graduate,self_employed,basic,online,True,False,648,3273.19,39496.44,13269.16,0.336,29039.9,0.1254,60,653.86,39231.87,0,1.0,1249,6.0,"great customer service, will recommend to friends and family. transparent fees, no hidden charges that I noticed.",,0
ACCT-0002118,2024-04-29,20.0,male,south,bachelor,full_time,standard,online,True,False,646,6220.41,74270.24,33136.66,0.4462,55164.7,0.0894,84,885.93,74418.29,1,1.0,1144,8.0,still evaluating against other offers from competitor banks. took longer than expected but got approved in the end.,,0
ACCT-0000368,2024-02-08,63.0,female,midwest,high_school,full_time,basic,online,True,True,808,11094.07,132919.35,25352.42,0.1907,176075.36,0.0693,60,3480.95,208856.99,0,0.0,1269,5.0,still evaluating against other offers from competitor banks. took longer than expected but got approved in the end.,,0
ACCT-0002279,2022-03-05,34.0,female,northeast,bachelor,full_time,basic,online,False,False,819,4698.32,56061.97,17610.63,0.3141,50062.79,0.0818,72,882.25,63522.06,2,2.0,534,3.0,"process was fine, nothing exceptional either way.",,0
ACCT-0000892,2022-05-20,18.0,female,west,bachelor,part_time,basic,branch,True,False,580,1616.76,19327.88,4671.35,0.2417,21234.47,0.1,48,538.53,25849.44,0,0.0,415,5.0,rates were competitive and the funds came through quickly. easy to track payments through the mobile app.,,0
ACCT-0001267,2024-10-11,19.0,male,south,bachelor,self_employed,basic,mobile,True,False,720,5916.88,70866.94,14356.63,0.2026,80836.78,0.1238,72,1596.39,114940.29,2,1.0,1101,8.0,"documentation requirements were typical for this kind of loan. ok experience overall, no strong feelings to share. took longer than expected but got approved in the end.",,0
ACCT-0000760,2022-12-15,54.0,female,northeast,bachelor,full_time,basic,branch,False,False,703,4304.06,51867.8,19200.58,0.3702,30407.95,0.0499,12,2603.03,31236.38,0,0.0,1333,4.0,"transparent fees, no hidden charges that I noticed.",,0
ACCT-0001250,2024-09-29,52.0,male,west,graduate,full_time,standard,online,False,False,797,2868.19,34066.83,7556.37,0.2218,44309.7,0.0685,48,1057.91,50779.46,0,1.0,398,10.0,,,0
ACCT-0002091,2023-08-04,52.0,male,northeast,bachelor,contract,standard,online,False,True,615,4845.75,57806.71,14498.08,0.2508,25725.3,0.112,24,1201.45,28834.73,0,1.0,113,7.0,"easy to track payments through the mobile app. great customer service, will recommend to friends and family.",,0
ACCT-0002137,2022-10-28,41.0,female,midwest,bachelor,full_time,standard,online,True,False,694,4637.19,55865.22,13440.58,0.2406,65828.69,0.0766,84,1014.76,85239.63,1,0.0,292,10.0,"great customer service, will recommend to friends and family.",,0
ACCT-0000564,2023-09-13,47.0,female,northeast,associate,full_time,basic,branch,True,False,653,5088.08,61510.17,34327.16,0.5581,23616.76,0.0369,24,1022.32,24535.7,2,0.0,288,8.0,support never returned my calls about the missed payment.,2025-01-06,1
ACCT-0001451,2023-10-24,27.0,male,midwest,graduate,full_time,standard,online,True,False,762,4156.75,50326.39,9233.16,0.1835,33446.86,0.1194,48,879.88,42234.07,0,1.0,755,6.0,"took longer than expected but got approved in the end. ok experience overall, no strong feelings to share.",,0
ACCT-0002020,2022-07-04,19.0,male,northeast,bachelor,full_time,standard,online,True,False,733,4534.21,54704.5,9090.92,0.1662,50979.48,0.1224,84,906.51,76146.48,0,5.0,521,0.0,"ok experience overall, no strong feelings to share. process was fine, nothing exceptional either way.",,0
ACCT-0000099,2024-09-30,,male,south,bachelor,contract,standard,branch,True,False,593,3446.45,41242.3,17714.08,0.4295,30187.19,0.1013,84,503.14,42263.93,1,0.0,700,6.0,"process was fine, nothing exceptional either way.",,0
ACCT-0001947,2023-08-09,20.0,male,south,associate,full_time,basic,online,True,True,722,4835.23,58045.13,13690.93,0.2359,31792.97,0.1047,24,1473.98,35375.64,0,0.0,436,4.0,"transparent fees, no hidden charges that I noticed. easy to track payments through the mobile app.",,0
ACCT-0000780,2024-11-07,54.0,nonbinary,south,bachelor,full_time,standard,branch,True,True,718,2656.65,32049.98,9709.18,0.3029,32037.66,0.0445,84,444.66,37351.3,1,0.0,967,10.0,"took longer than expected but got approved in the end. process was fine, nothing exceptional either way.",,0
