account_id,application_date,age,gender,region,education,employment_type,product_tier,channel,is_autopay,has_collateral,credit_score,monthly_income,annual_income,existing_debt,debt_to_income,loan_amount,interest_rate,term_months,monthly_payment,total_payment,num_late_payments,num_inquiries_90d,tenure_days,nps_score,customer_feedback,default_notice_date,defaulted,num_dependents,risk_band
ACCT-0003913,2024-09-20,43.0,male,northeast,associate,full_time,standard,online,False,True,737,3285.1,39570.17,10743.16,0.2715,36828.81,0.0694,24,1647.99,39551.65,2,3.0,1083,6.0,"very smooth application process and the agent was helpful. great customer service, will recommend to friends and family.",,0,0,medium
ACCT-0005234,2024-06-25,37.0,female,south,high_school,self_employed,standard,branch,False,False,633,4877.2,58452.13,12086.6,0.2068,73657.93,0.0698,36,2273.58,81848.8,2,3.0,1469,10.0,easy to track payments through the mobile app. very smooth application process and the agent was helpful.,,0,2,high
ACCT-0004985,2023-10-07,22.0,male,west,high_school,full_time,standard,branch,True,True,700,11450.23,137575.93,23940.13,0.174,139778.57,0.1175,72,2714.54,195447.16,0,1.0,1365,6.0,still evaluating against other offers from competitor banks. documentation requirements were typical for this kind of loan.,,0,2,medium
ACCT-0000998,2022-04-20,51.0,male,pacific,graduate,full_time,basic,branch,True,False,673,7162.38,86058.93,21632.05,0.2514,42977.87,0.089,84,689.39,57908.76,1,3.0,1334,7.0,easy to track payments through the mobile app. rates were competitive and the funds came through quickly.,,0,0,medium
ACCT-0002557,2022-07-22,33.0,female,pacific,bachelor,full_time,standard,mobile,True,False,672,4045.34,48756.7,12278.49,0.2518,16214.38,0.0889,48,402.64,19326.63,1,1.0,213,1.0,easy to track payments through the mobile app. rates were competitive and the funds came through quickly. very smooth application process and the agent was helpful.,,0,2,medium
ACCT-0004956,2024-05-17,53.0,male,west,bachelor,full_time,basic,branch,False,False,653,4687.54,56153.0,8755.19,0.1559,18723.93,0.0988,36,603.08,21711.05,1,1.0,1248,10.0,rates were competitive and the funds came through quickly. easy to track payments through the mobile app.,,0,3,high
ACCT-0002807,2022-11-19,39.0,female,pacific,bachelor,self_employed,standard,mobile,True,True,622,2958.99,35444.18,8038.44,0.2268,45725.23,0.1052,24,2120.91,50901.79,0,2.0,872,10.0,"transparent fees, no hidden charges that I noticed. very smooth application process and the agent was helpful.",,0,2,high
ACCT-0002825,2022-11-03,23.0,female,south,bachelor,full_time,standard,mobile,True,False,546,3224.29,38894.27,18438.85,0.4741,41075.37,0.1302,24,1953.13,46875.01,1,2.0,1101,6.0,"transparent fees, no hidden charges that I noticed.",,0,1,very_high
ACCT-0000778,2022-10-25,28.0,female,south,associate,self_employed,basic,online,False,False,607,3941.35,47591.17,25470.86,0.5352,43215.06,0.0829,24,1960.26,47046.16,1,0.0,156,5.0,"rates were competitive and the funds came through quickly. great customer service, will recommend to friends and family.",,0,1,high
ACCT-0000069,2022-08-19,58.0,male,south,bachelor,full_time,basic,online,False,True,784,5009.53,59384.41,16853.91,0.2838,38825.74,0.027,24,1663.59,39926.08,1,,1014,4.0,very smooth application process and the agent was helpful. easy to track payments through the mobile app.,,0,1,low
ACCT-0001019,2022-03-25,39.0,female,south,graduate,full_time,standard,mobile,False,False,588,2611.34,31498.21,7558.07,0.24,16969.56,0.0939,72,309.22,22263.53,1,1.0,836,8.0,took longer than expected but got approved in the end.,,0,0,high
ACCT-0000548,2022-10-06,24.0,female,northeast,high_school,self_employed,standard,mobile,True,False,619,4208.81,50557.07,26972.19,0.5335,57576.34,0.0798,12,5008.07,60096.8,1,,594,10.0,"easy to track payments through the mobile app. transparent fees, no hidden charges that I noticed.",,0,1,high
ACCT-0000050,2023-03-01,26.0,male,west,bachelor,full_time,standard,branch,True,True,776,11087.99,133184.24,24661.47,0.1852,129830.33,0.0488,12,11107.34,133288.09,1,1.0,77,10.0,"ok experience overall, no strong feelings to share. process was fine, nothing exceptional either way.",,0,0,low
ACCT-0004638,2022-08-12,26.0,female,south,bachelor,full_time,basic,online,True,True,754,3636.21,43608.27,14739.15,0.338,13993.48,0.0831,72,247.48,17818.35,1,0.0,1292,,"documentation requirements were typical for this kind of loan. ok experience overall, no strong feelings to share. still evaluating against other offers from competitor banks.",,0,3,low
ACCT-0004960,2022-05-03,32.0,female,west,bachelor,full_time,premium,mobile,True,False,706,3279.34,38988.96,18748.5,0.4809,54425.52,0.0455,48,1242.35,59633.04,1,0.0,1298,6.0,"transparent fees, no hidden charges that I noticed.",,0,0,medium
ACCT-0003285,2023-03-25,57.0,male,northeast,high_school,full_time,standard,branch,True,False,751,6388.26,77195.88,23042.19,0.2985,101748.42,0.0534,24,4479.58,107509.89,0,1.0,425,5.0,"transparent fees, no hidden charges that I noticed. very smooth application process and the agent was helpful. rates were competitive and the funds came through quickly.",,0,1,low
ACCT-0002066,2022-02-05,36.0,male,south,bachelor,self_employed,basic,agent,True,True,717,5214.9,62546.58,16960.54,0.2712,54552.09,0.0867,48,1349.09,64756.3,2,0.0,143,5.0,"took longer than expected but got approved in the end. still evaluating against other offers from competitor banks. ok experience overall, no strong feelings to share.",,0,2,medium
ACCT-0001562,2024-04-14,48.0,female,northeast,bachelor,full_time,basic,branch,True,True,739,2940.23,35324.38,6992.85,0.198,16637.79,0.1194,24,782.74,18785.73,2,1.0,139,4.0,,,0,1,medium
ACCT-0002364,2022-11-04,29.0,female,west,bachelor,self_employed,standard,mobile,True,False,554,3081.55,37230.06,21641.67,0.5813,29787.91,0.1032,36,965.64,34762.95,3,1.0,450,5.0,very smooth application process and the agent was helpful.,,0,0,very_high
ACCT-0001686,2023-02-16,44.0,male,west,graduate,full_time,standard,online,False,True,643,5713.47,68701.37,14332.35,0.2086,76842.07,0.1123,12,6799.69,81596.31,0,1.0,1184,8.0,rates were competitive and the funds came through quickly.,,0,2,high
ACCT-0005435,2023-07-04,36.0,female,pacific,associate,contract,standard,mobile,True,False,588,4502.83,53653.33,32569.21,0.607,33755.8,0.1426,72,700.22,50415.49,2,2.0,1459,7.0,"easy to track payments through the mobile app. rates were competitive and the funds came through quickly. transparent fees, no hidden charges that I noticed.",,0,1,high
ACCT-0004974,2024-10-07,42.0,male,south,bachelor,full_time,premium,online,False,True,747,2970.96,35326.1,21541.43,0.6098,17459.57,0.0465,24,763.24,18317.87,1,1.0,405,2.0,the agent kept rescheduling and the process took weeks.,2025-06-26,1,1,low
ACCT-0001351,2024-11-12,67.0,female,south,graduate,full_time,standard,online,True,False,676,2946.53,35288.66,16124.97,0.4569,36428.35,0.0506,24,1599.2,38380.77,3,,129,6.0,"process was fine, nothing exceptional either way.",,0,2,medium
ACCT-0001595,2023-07-18,43.0,nonbinary,midwest,bachelor,full_time,standard,online,True,True,613,10032.31,120227.75,30593.13,0.2545,143071.25,0.0985,72,2639.51,190044.48,2,0.0,1398,5.0,"ok experience overall, no strong feelings to share. process was fine, nothing exceptional either way. documentation requirements were typical for this kind of loan.",,0,1,high
ACCT-0005857,2023-05-22,44.0,female,midwest,associate,contract,basic,online,False,True,656,3324.12,40404.66,12652.33,0.3131,41309.9,0.0899,60,857.26,51435.37,1,0.0,607,9.0,"great customer service, will recommend to friends and family.",,0,1,high
ACCT-0003438,2024-04-29,43.0,male,midwest,associate,full_time,standard,branch,False,False,733,4820.33,57930.18,12209.89,0.2108,40851.91,0.084,72,724.28,52147.94,3,2.0,440,3.0,took longer than expected but got approved in the end. documentation requirements were typical for this kind of loan. still evaluating against other offers from competitor banks.,,0,3,medium
ACCT-0002413,2024-10-05,48.0,male,northeast,bachelor,full_time,standard,mobile,False,False,591,6089.11,73006.36,17339.2,0.2375,43261.06,0.0728,24,1942.47,46619.2,1,0.0,774,4.0,"great customer service, will recommend to friends and family. transparent fees, no hidden charges that I noticed.",,0,3,high
ACCT-0002393,2024-03-27,41.0,male,pacific,high_school,full_time,standard,online,False,False,779,5635.64,67741.37,18213.67,0.2689,42833.06,0.0588,60,825.71,49542.69,0,2.0,1401,5.0,"very smooth application process and the agent was helpful. great customer service, will recommend to friends and family.",,0,2,low
ACCT-0002857,2022-06-29,41.0,female,south,graduate,self_employed,standard,mobile,False,False,613,3514.55,42481.94,28340.46,0.6671,33862.65,0.1239,36,1131.06,40718.27,2,1.0,710,9.0,"the autopay system charged me twice in the same month. fees were not explained clearly upfront, very disappointing. the agent kept rescheduling and the process took weeks.",2022-10-12,1,0,high
ACCT-0001736,2024-12-13,33.0,male,midwest,high_school,full_time,basic,online,False,True,645,5559.46,66738.18,13247.83,0.1985,60749.15,0.098,24,2797.69,67144.61,1,1.0,624,10.0,"transparent fees, no hidden charges that I noticed. great customer service, will recommend to friends and family.",,0,0,high
ACCT-0001137,2024-02-22,31.0,male,south,bachelor,contract,standard,online,True,True,613,3036.51,36929.25,12588.66,0.3409,42561.8,0.0743,60,851.46,51087.67,3,2.0,864,10.0,very smooth application process and the agent was helpful.,,0,1,high
ACCT-0001131,2023-05-21,43.0,male,west,bachelor,full_time,basic,online,True,False,668,3548.63,41900.16,9963.2,0.2378,53132.07,0.0956,12,4660.33,55924.01,1,3.0,1210,4.0,very smooth application process and the agent was helpful.,,0,1,high
ACCT-0003756,2024-01-06,48.0,male,south,bachelor,full_time,basic,agent,False,False,690,7085.6,84793.18,19000.57,0.2241,33786.83,0.1005,84,561.75,47187.23,1,0.0,459,8.0,"still evaluating against other offers from competitor banks. process was fine, nothing exceptional either way.",,0,2,medium
ACCT-0003931,2024-06-24,32.0,female,northeast,high_school,full_time,basic,online,False,False,766,4266.32,51124.51,10666.06,0.2086,48870.28,0.0613,60,947.75,56865.04,1,1.0,1450,8.0,took longer than expected but got approved in the end.,,0,0,low
ACCT-0003305,2024-03-26,24.0,female,midwest,high_school,full_time,standard,mobile,True,True,773,5198.2,62794.58,12787.11,0.2036,24771.99,0.0647,48,587.08,28179.74,0,2.0,72,7.0,"transparent fees, no hidden charges that I noticed. rates were competitive and the funds came through quickly.",,0,2,low
ACCT-0003078,2023-07-25,31.0,female,midwest,bachelor,full_time,standard,agent,True,False,739,6722.18,80617.15,16442.92,0.204,54696.7,0.114,60,1200.09,72005.52,1,2.0,371,5.0,"ok experience overall, no strong feelings to share. documentation requirements were typical for this kind of loan.",,0,0,medium
ACCT-0003870,2024-08-01,20.0,male,south,associate,full_time,basic,online,False,False,709,5041.79,60343.67,19237.45,0.3188,66814.69,0.0834,60,1365.81,81948.39,0,0.0,525,6.0,very smooth application process and the agent was helpful. rates were competitive and the funds came through quickly.,,0,1,medium
ACCT-0001800,2022-01-10,26.0,female,pacific,bachelor,part_time,standard,mobile,True,True,707,4851.46,57988.41,,0.3853,20383.28,0.1164,72,394.66,28415.26,0,1.0,385,9.0,"transparent fees, no hidden charges that I noticed. very smooth application process and the agent was helpful. rates were competitive and the funds came through quickly.",,0,2,medium
ACCT-0002041,2022-03-24,39.0,female,northeast,associate,self_employed,basic,branch,False,True,510,5312.02,63554.0,16643.53,0.2619,74268.02,0.0933,12,6506.31,78075.67,0,2.0,1120,4.0,easy to track payments through the mobile app. rates were competitive and the funds came through quickly. very smooth application process and the agent was helpful.,,0,4,very_high
ACCT-0004090,2023-08-12,50.0,male,northeast,associate,full_time,standard,mobile,True,False,795,4879.6,58982.09,18001.93,0.3052,77735.8,0.0884,12,6792.46,81509.46,1,,911,6.0,easy to track payments through the mobile app. very smooth application process and the agent was helpful.,,0,0,low
ACCT-0002067,2024-01-06,53.0,female,south,bachelor,part_time,basic,mobile,False,True,611,8646.68,103856.5,20011.53,0.1927,104432.22,0.0727,48,2513.84,120664.13,0,0.0,1034,6.0,very smooth application process and the agent was helpful. rates were competitive and the funds came through quickly.,,0,2,high
ACCT-0004626,2023-12-26,31.0,female,northeast,high_school,full_time,basic,branch,True,False,678,4206.27,50331.39,25397.25,0.5046,62901.05,0.0996,12,5528.78,66345.42,2,3.0,1420,8.0,documentation requirements were typical for this kind of loan. took longer than expected but got approved in the end.,,0,3,medium
ACCT-0003590,2022-08-03,39.0,female,west,associate,full_time,standard,mobile,True,True,695,5623.97,67196.78,21273.1,0.3166,52214.93,0.0796,48,1273.65,61135.12,1,2.0,85,8.0,"great customer service, will recommend to friends and family. very smooth application process and the agent was helpful. rates were competitive and the funds came through quickly.",,0,3,medium
ACCT-0001544,2023-07-19,,female,west,high_school,self_employed,basic,mobile,False,False,654,3430.2,40779.71,9274.26,0.2274,38382.28,0.095,36,1229.47,44260.84,2,1.0,1113,8.0,"documentation requirements were typical for this kind of loan. process was fine, nothing exceptional either way.",,0,1,high
ACCT-0005797,2024-01-22,43.0,male,west,bachelor,full_time,basic,online,True,False,826,9478.37,113756.93,24429.89,0.2148,76875.97,0.0969,12,6747.55,80970.64,1,1.0,164,4.0,took longer than expected but got approved in the end.,,0,2,low
ACCT-0000684,2023-04-10,18.0,male,midwest,bachelor,full_time,standard,mobile,True,False,728,3993.96,48111.28,13848.63,0.2878,52099.39,0.0795,60,1055.1,63305.86,1,0.0,1127,7.0,"rates were competitive and the funds came through quickly. great customer service, will recommend to friends and family.",,0,0,medium
ACCT-0002145,2022-05-13,23.0,male,west,bachelor,full_time,premium,online,False,False,706,5603.18,67275.91,14536.23,0.2161,89392.7,0.0885,84,1431.66,120259.79,2,1.0,997,10.0,"easy to track payments through the mobile app. transparent fees, no hidden charges that I noticed.",,0,1,medium
ACCT-0004074,2023-06-02,40.0,male,northeast,graduate,full_time,basic,online,False,True,678,5267.41,63234.35,10356.19,0.1638,48836.38,0.0713,36,1510.78,54388.25,0,1.0,199,8.0,"process was fine, nothing exceptional either way. documentation requirements were typical for this kind of loan.",2024-04-08,1,0,medium
ACCT-0005343,2024-09-14,29.0,female,south,graduate,part_time,basic,agent,True,False,615,4855.35,58036.71,17710.76,0.3052,79409.32,0.1266,48,2117.05,101618.3,1,0.0,45,5.0,"great customer service, will recommend to friends and family. easy to track payments through the mobile app.",,0,3,high
ACCT-0000410,2023-03-24,51.0,female,south,bachelor,full_time,basic,online,False,False,789,7614.2,91140.74,17636.68,0.1935,81659.34,0.0983,24,3761.65,90279.56,1,1.0,827,0.0,"ok experience overall, no strong feelings to share. still evaluating against other offers from competitor banks.",,0,3,low
ACCT-0004027,2022-01-12,45.0,male,northeast,bachelor,full_time,premium,agent,True,True,764,8383.67,100708.08,18422.25,0.1829,28512.66,0.1028,48,727.03,34897.58,2,2.0,429,1.0,"very smooth application process and the agent was helpful. transparent fees, no hidden charges that I noticed.",,0,0,low
ACCT-0004399,2022-08-05,35.0,male,northeast,associate,part_time,basic,online,True,False,632,3815.82,45840.6,8611.3,0.1879,52256.27,0.0512,24,2295.37,55088.89,1,0.0,718,8.0,still evaluating against other offers from competitor banks.,,0,3,high
ACCT-0004476,2023-10-21,43.0,female,midwest,graduate,contract,basic,online,True,False,628,4267.37,50828.09,18275.85,0.3596,52386.68,0.0656,24,2335.14,56043.42,1,4.0,374,8.0,easy to track payments through the mobile app.,,0,1,high
ACCT-0004210,2023-10-03,37.0,female,west,bachelor,full_time,standard,mobile,True,False,691,6358.97,76243.9,30915.0,0.4055,67574.09,0.1222,72,1328.78,95672.41,0,2.0,75,,very smooth application process and the agent was helpful.,,0,1,medium
ACCT-0002764,2023-03-30,47.0,female,northeast,graduate,full_time,basic,agent,False,False,717,8327.02,99567.55,37006.31,0.3717,120674.82,0.0795,12,10494.27,125931.23,0,2.0,491,2.0,"process was fine, nothing exceptional either way. documentation requirements were typical for this kind of loan.",,0,1,medium
ACCT-0000419,2024-05-31,52.0,male,midwest,high_school,self_employed,basic,branch,True,False,645,3803.94,45669.68,8870.17,0.1942,29242.71,0.0823,84,459.1,38564.0,0,4.0,92,,"still evaluating against other offers from competitor banks. ok experience overall, no strong feelings to share.",,0,1,high
ACCT-0005824,2022-11-09,34.0,male,west,bachelor,self_employed,premium,mobile,False,False,644,2486.25,29770.43,24325.76,0.8171,13386.41,0.102,48,340.79,16357.86,0,0.0,692,7.0,"rates were competitive and the funds came through quickly. great customer service, will recommend to friends and family.",,0,0,high
ACCT-0002637,2022-09-21,45.0,male,south,graduate,full_time,premium,mobile,False,False,800,5694.29,68336.91,15676.75,0.2294,57052.69,0.0786,72,996.53,71750.34,1,2.0,344,2.0,"ok experience overall, no strong feelings to share.",,0,0,low
ACCT-0000332,2023-09-25,50.0,male,midwest,bachelor,full_time,standard,branch,False,False,701,3049.23,36708.42,28316.38,0.7714,31732.07,0.0588,72,524.13,37737.54,4,1.0,555,5.0,"transparent fees, no hidden charges that I noticed. great customer service, will recommend to friends and family.",,0,2,medium
ACCT-0001846,2024-06-19,38.0,female,midwest,bachelor,full_time,basic,branch,True,False,807,1690.4,20231.99,9069.27,0.4483,16571.3,0.0646,12,1429.74,17156.84,1,0.0,779,7.0,still evaluating against other offers from competitor banks.,,0,0,low
ACCT-0000481,2023-09-22,40.0,male,midwest,associate,full_time,basic,branch,True,False,707,4849.51,58653.31,26315.08,0.4487,32648.44,0.0749,12,2832.4,33988.81,0,0.0,681,9.0,"great customer service, will recommend to friends and family. very smooth application process and the agent was helpful.",,0,1,medium
ACCT-0003714,2024-12-16,25.0,female,midwest,bachelor,contract,basic,mobile,False,False,579,4800.54,57677.59,14797.86,0.2566,50464.78,0.0802,36,1581.91,56948.83,0,2.0,732,6.0,"ok experience overall, no strong feelings to share.",,0,2,very_high
ACCT-0000531,2023-04-01,59.0,male,west,associate,part_time,basic,online,False,True,703,3193.77,38276.68,8499.53,0.2221,50452.73,0.0854,72,897.87,64646.72,0,1.0,714,7.0,"very smooth application process and the agent was helpful. rates were competitive and the funds came through quickly. transparent fees, no hidden charges that I noticed.",,0,1,medium
ACCT-0000412,2022-07-30,30.0,female,west,associate,full_time,standard,mobile,True,False,706,3251.97,38952.59,,0.3501,47899.09,0.0957,12,4201.43,50417.18,1,2.0,150,10.0,"rates were competitive and the funds came through quickly. easy to track payments through the mobile app. great customer service, will recommend to friends and family.",,0,4,medium
ACCT-0001233,2022-02-10,51.0,male,northeast,bachelor,self_employed,standard,agent,False,True,757,4416.94,53107.77,28430.02,0.5353,15141.14,0.0565,12,1300.73,15608.76,1,0.0,606,7.0,"ok experience overall, no strong feelings to share.",,0,1,low
ACCT-0003191,2022-08-19,38.0,female,west,associate,full_time,standard,branch,True,True,701,5031.07,59873.66,21925.84,0.3662,37486.79,0.1015,36,1212.18,43638.48,1,2.0,428,8.0,easy to track payments through the mobile app. very smooth application process and the agent was helpful.,,0,0,medium
ACCT-0002776,2023-11-18,19.0,male,south,bachelor,full_time,basic,mobile,False,False,673,6601.22,79197.05,27391.75,0.3459,41308.73,0.1149,48,1077.55,51722.37,0,1.0,281,5.0,rates were competitive and the funds came through quickly.,,0,0,medium
ACCT-0001731,2023-05-05,32.0,male,midwest,associate,contract,basic,online,False,False,506,6259.96,75291.11,21461.77,0.2851,54204.21,0.1202,48,1427.87,68537.89,2,1.0,340,8.0,still evaluating against other offers from competitor banks. documentation requirements were typical for this kind of loan.,,0,2,very_high
ACCT-0001386,2024-05-27,31.0,female,south,associate,full_time,basic,mobile,True,False,548,1807.73,21884.32,13131.95,0.6001,28984.75,0.1077,72,548.23,39472.22,1,0.0,411,4.0,the autopay system charged me twice in the same month. interest rate jumped after the first quarter without warning. support never returned my calls about the missed payment.,2024-10-17,1,0,very_high
ACCT-0001034,2022-11-02,44.0,female,northeast,bachelor,full_time,basic,branch,True,False,808,4665.34,56234.32,13770.01,0.2449,19840.86,0.0388,36,584.69,21048.89,0,1.0,247,2.0,"transparent fees, no hidden charges that I noticed.",,0,0,low
ACCT-0001251,2024-04-05,26.0,male,south,bachelor,part_time,basic,mobile,True,False,825,1342.9,16036.93,6532.72,0.4074,20733.17,0.0779,12,1801.55,21618.58,3,0.0,937,4.0,,,0,0,low
ACCT-0001963,2024-06-28,47.0,male,south,high_school,full_time,basic,branch,False,False,781,5359.87,63864.27,18396.9,0.2881,34565.32,0.0827,60,705.38,42322.84,2,3.0,1066,6.0,"ok experience overall, no strong feelings to share. documentation requirements were typical for this kind of loan. still evaluating against other offers from competitor banks.",,0,1,low
ACCT-0000431,2024-10-21,39.0,female,south,bachelor,self_employed,standard,online,False,False,670,5642.32,67881.77,12947.0,0.1907,71523.3,0.0664,12,6176.84,74122.13,0,0.0,953,10.0,very smooth application process and the agent was helpful.,,0,0,high
ACCT-0002314,2024-05-13,28.0,male,west,graduate,part_time,standard,online,False,False,684,3889.74,46713.65,18978.71,0.4063,15771.92,0.092,12,1380.77,16569.18,2,6.0,471,10.0,"took longer than expected but got approved in the end. documentation requirements were typical for this kind of loan. process was fine, nothing exceptional either way.",2025-08-10,1,2,medium
ACCT-0003340,2023-09-03,26.0,male,northeast,high_school,full_time,standard,online,True,False,752,4362.02,52409.35,20000.83,0.3816,71136.67,0.0896,24,3248.56,77965.36,0,2.0,592,6.0,very smooth application process and the agent was helpful. easy to track payments through the mobile app.,,0,1,low
ACCT-0001619,2022-03-10,27.0,female,pacific,high_school,part_time,standard,mobile,True,False,592,11494.48,137663.89,29655.22,0.2154,155233.92,0.0655,36,4761.27,171405.89,0,2.0,709,9.0,"ok experience overall, no strong feelings to share.",,0,2,high
ACCT-0001361,2022-12-23,52.0,female,midwest,associate,full_time,basic,mobile,True,True,780,6971.09,83534.48,19424.86,0.2325,98041.11,0.0997,12,8618.05,103416.58,0,1.0,1382,5.0,easy to track payments through the mobile app. rates were competitive and the funds came through quickly.,,0,1,low
ACCT-0002729,2024-11-19,49.0,female,south,bachelor,full_time,basic,online,False,False,640,5955.77,71572.16,14971.44,0.2092,71658.76,0.0648,36,2195.64,79043.11,3,0.0,506,8.0,"rates were competitive and the funds came through quickly. great customer service, will recommend to friends and family.",,0,3,high
ACCT-0001946,2024-01-14,56.0,male,south,high_school,full_time,standard,mobile,False,False,743,3436.94,41814.71,7761.24,0.1856,27487.73,0.1174,24,1290.65,30975.5,0,1.0,666,1.0,very smooth application process and the agent was helpful. rates were competitive and the funds came through quickly.,,0,4,low
ACCT-0002942,2022-07-10,32.0,female,northeast,bachelor,part_time,standard,branch,True,False,725,4103.49,49746.32,12140.55,0.244,59205.65,0.0501,48,1363.74,65459.75,0,3.0,1070,6.0,very smooth application process and the agent was helpful.,,0,1,medium
ACCT-0005836,2022-05-12,26.0,male,south,bachelor,full_time,basic,mobile,False,True,801,3000.1,36409.08,6312.33,0.1734,12118.08,0.0609,72,201.35,14496.97,1,,715,5.0,"transparent fees, no hidden charges that I noticed. easy to track payments through the mobile app.",,0,0,low
ACCT-0001663,2024-03-18,45.0,female,northeast,bachelor,full_time,standard,mobile,True,False,676,2941.65,35688.28,8621.73,0.2416,45350.28,0.1165,60,1000.76,60045.31,1,1.0,630,6.0,"great customer service, will recommend to friends and family. easy to track payments through the mobile app.",,0,0,medium
ACCT-0002483,2023-09-07,48.0,female,pacific,high_school,full_time,basic,online,True,False,652,6575.27,78990.77,22849.19,0.2893,30456.23,0.0927,12,2667.31,32007.7,1,1.0,1236,6.0,still evaluating against other offers from competitor banks. took longer than expected but got approved in the end. documentation requirements were typical for this kind of loan.,,0,1,high
ACCT-0001797,2023-10-02,49.0,male,west,graduate,full_time,basic,online,False,False,789,7206.79,86585.84,17274.85,0.1995,108322.84,0.1191,84,1906.99,160187.5,0,1.0,896,5.0,"ok experience overall, no strong feelings to share.",,0,2,low
ACCT-0002087,2023-04-26,30.0,female,south,bachelor,self_employed,standard,mobile,False,False,582,4779.98,57466.12,12692.92,0.2209,30942.86,0.1214,12,2751.29,33015.45,4,0.0,1038,8.0,"process was fine, nothing exceptional either way. still evaluating against other offers from competitor banks.",,0,3,high
ACCT-0000655,2022-09-02,47.0,female,midwest,graduate,self_employed,basic,branch,True,False,607,6259.24,74628.58,24604.96,0.3297,75430.28,0.083,36,2374.12,85468.45,1,0.0,1011,7.0,documentation requirements were typical for this kind of loan. still evaluating against other offers from competitor banks.,,0,0,high
ACCT-0002814,2022-04-01,42.0,male,south,bachelor,full_time,standard,online,False,False,799,2750.27,33003.3,6034.96,0.1829,21550.25,0.0715,60,428.26,25695.83,1,3.0,535,3.0,very smooth application process and the agent was helpful. rates were competitive and the funds came through quickly.,,0,1,low
ACCT-0003602,2023-01-01,57.0,male,northeast,bachelor,full_time,basic,online,False,True,837,2854.22,34437.36,5959.03,0.173,30033.09,0.0816,60,611.29,36677.39,1,0.0,1251,5.0,"ok experience overall, no strong feelings to share.",,0,0,low
ACCT-0003216,2023-01-31,49.0,male,northeast,high_school,full_time,standard,online,True,True,749,7335.57,88422.82,19772.79,0.2236,29500.72,0.0626,72,492.54,35462.99,0,1.0,645,5.0,very smooth application process and the agent was helpful.,,0,0,low
ACCT-0004080,2024-11-01,33.0,female,pacific,bachelor,full_time,basic,mobile,False,True,696,5215.47,62602.91,15135.88,0.2418,53966.77,0.0984,48,1364.54,65497.85,0,1.0,779,4.0,very smooth application process and the agent was helpful. easy to track payments through the mobile app.,,0,1,medium
ACCT-0003323,2023-10-17,41.0,female,west,bachelor,full_time,basic,branch,False,False,633,4783.9,57430.73,14343.33,0.2498,38828.04,0.0773,60,782.26,46935.59,3,1.0,1471,9.0,"ok experience overall, no strong feelings to share. still evaluating against other offers from competitor banks. documentation requirements were typical for this kind of loan.",,0,0,high
ACCT-0001382,2023-04-26,46.0,male,midwest,graduate,self_employed,premium,agent,False,True,723,3857.18,46385.7,13742.92,0.2963,64326.04,0.0974,60,1358.44,81506.55,0,0.0,1274,8.0,"fees were not explained clearly upfront, very disappointing. the autopay system charged me twice in the same month. interest rate jumped after the first quarter without warning.",2024-01-17,1,1,medium
ACCT-0002045,2022-05-30,49.0,female,south,bachelor,full_time,basic,online,False,False,679,9879.97,118518.94,27839.45,0.2349,46355.51,0.1006,84,770.97,64761.09,0,2.0,373,5.0,"great customer service, will recommend to friends and family. rates were competitive and the funds came through quickly.",,0,1,medium
ACCT-0002889,2023-01-30,27.0,female,south,bachelor,full_time,basic,online,False,True,668,2438.32,29187.02,14094.59,0.4829,12891.59,0.1371,36,438.82,15797.44,1,3.0,1493,7.0,"easy to track payments through the mobile app. great customer service, will recommend to friends and family.",,0,2,high
ACCT-0004160,2022-08-30,61.0,female,south,bachelor,part_time,basic,branch,False,False,690,2499.77,29275.74,7808.9,0.2667,18795.55,0.091,48,468.59,22492.36,1,,819,5.0,"transparent fees, no hidden charges that I noticed.",,0,3,medium
ACCT-0002144,2023-03-12,35.0,male,south,bachelor,full_time,standard,branch,True,True,617,5644.96,67619.67,14025.33,0.2074,83276.57,0.0697,72,1418.58,102137.88,1,0.0,57,8.0,"great customer service, will recommend to friends and family.",,0,2,high
ACCT-0001545,2023-05-30,40.0,nonbinary,south,bachelor,self_employed,basic,online,False,True,686,2645.18,32138.48,7662.76,0.2384,9289.2,0.1188,24,436.77,10482.53,0,0.0,965,8.0,"process was fine, nothing exceptional either way. documentation requirements were typical for this kind of loan. still evaluating against other offers from competitor banks.",,0,1,medium
ACCT-0001566,2024-02-27,37.0,female,midwest,bachelor,contract,basic,branch,True,False,626,5272.72,63408.17,19266.1,0.3038,25503.11,0.1262,72,506.91,36497.88,0,1.0,692,8.0,rates were competitive and the funds came through quickly. easy to track payments through the mobile app.,,0,3,high
ACCT-0001882,2024-06-04,47.0,female,south,bachelor,full_time,basic,mobile,True,False,678,3058.48,36573.39,10263.55,0.2806,28412.98,0.1013,36,918.58,33068.73,2,0.0,385,2.0,"process was fine, nothing exceptional either way. took longer than expected but got approved in the end.",,0,1,medium
ACCT-0001579,2022-09-13,33.0,female,south,high_school,contract,standard,online,False,True,598,7298.12,87043.9,28752.03,0.3303,33872.87,0.1017,48,861.91,41371.6,1,1.0,337,6.0,"transparent fees, no hidden charges that I noticed. very smooth application process and the agent was helpful.",,0,1,high
