account_id,application_date,age,gender,region,education,employment_type,product_tier,channel,is_autopay,has_collateral,credit_score,monthly_income,annual_income,existing_debt,debt_to_income,loan_amount,interest_rate,term_months,monthly_payment,total_payment,num_late_payments,num_inquiries_90d,tenure_days,nps_score,customer_feedback,default_notice_date,defaulted,num_dependents,risk_band,referral_source,account_balance
ACCT-0001109,2024-04-27,45.0,male,west,high_school,full_time,standard,branch,False,False,591,4016.13,48094.45,19267.83,0.4006,40976.25,0.118,84,719.03,60398.65,1,3.0,563,4.0,the autopay system charged me twice in the same month. interest rate jumped after the first quarter without warning.,2025-03-10,1,1,high,partner,8680.15
ACCT-0005080,2023-11-24,27.0,male,pacific,bachelor,full_time,basic,mobile,True,False,681,3895.33,46760.75,11131.16,0.238,39325.35,0.0828,60,802.67,48160.12,1,2.0,685,7.0,still evaluating against other offers from competitor banks.,,0,1,medium,organic,9602.83
ACCT-0007915,2022-05-07,34.0,male,south,bachelor,part_time,basic,online,False,False,718,5720.44,68862.49,14525.69,0.2109,34876.93,0.0625,12,3005.73,36068.77,0,2.0,1148,4.0,"process was fine, nothing exceptional either way. ok experience overall, no strong feelings to share.",,0,1,medium,paid_ads,29037.18
ACCT-0002093,2023-08-03,60.0,female,west,high_school,self_employed,basic,branch,False,False,565,6238.96,74960.95,18453.0,0.2462,89909.56,0.1069,24,4177.44,100258.47,0,0.0,73,9.0,"rates were competitive and the funds came through quickly. great customer service, will recommend to friends and family.",,0,0,very_high,partner,18164.38
ACCT-0005446,2024-10-21,49.0,male,west,graduate,full_time,standard,online,False,True,696,1973.34,23450.48,9519.23,0.4059,19902.48,0.0815,24,901.48,21635.59,2,2.0,1004,9.0,"great customer service, will recommend to friends and family. easy to track payments through the mobile app.",,0,0,medium,referral,14429.3
ACCT-0003109,2022-03-13,18.0,male,south,associate,full_time,basic,online,False,False,586,4469.76,53497.89,13508.09,0.2525,34560.18,0.1076,12,3050.62,36607.4,0,1.0,1252,7.0,documentation requirements were typical for this kind of loan.,,0,4,high,email,945.73
ACCT-0006182,2023-03-22,33.0,female,south,bachelor,full_time,basic,mobile,True,False,739,1931.2,23208.9,9697.0,0.4178,14898.98,0.0593,12,1281.85,15382.22,0,1.0,439,,"great customer service, will recommend to friends and family. easy to track payments through the mobile app.",,0,1,medium,partner,9504.42
ACCT-0008817,2023-03-25,63.0,female,pacific,graduate,self_employed,basic,branch,True,False,735,2999.19,36055.99,24829.16,0.6886,44394.85,0.0749,60,889.35,53361.05,1,2.0,1220,10.0,,,0,1,medium,partner,5770.15
ACCT-0009215,2022-11-06,28.0,male,midwest,bachelor,self_employed,premium,branch,False,False,783,6586.87,79283.07,20054.95,0.253,45996.88,0.0762,36,1433.25,51596.82,1,1.0,666,6.0,rates were competitive and the funds came through quickly. very smooth application process and the agent was helpful.,,0,1,low,partner,18983.05
ACCT-0006750,2023-12-19,50.0,female,northeast,bachelor,part_time,standard,branch,True,True,524,5999.57,71575.02,14939.29,0.2087,31665.79,0.1283,72,632.8,45561.85,0,0.0,844,9.0,documentation requirements were typical for this kind of loan. took longer than expected but got approved in the end.,,0,0,very_high,organic,3962.29
ACCT-0000682,2024-01-18,46.0,female,west,bachelor,full_time,standard,online,True,False,648,1110.37,13523.06,7358.4,0.5441,8907.37,0.0733,12,772.1,9265.19,0,5.0,261,6.0,"transparent fees, no hidden charges that I noticed.",,0,4,high,organic,14848.62
ACCT-0008231,2022-09-01,27.0,female,pacific,bachelor,full_time,standard,online,False,True,722,6554.57,78462.35,,0.2507,104821.33,0.0768,24,4725.34,113408.25,0,1.0,190,10.0,"very smooth application process and the agent was helpful. transparent fees, no hidden charges that I noticed. great customer service, will recommend to friends and family.",,0,0,medium,referral,5703.2
ACCT-0001662,2022-02-04,40.0,female,pacific,associate,part_time,premium,branch,True,True,690,3489.31,41941.34,20819.18,0.4964,48705.93,0.0887,24,2222.16,53331.76,2,3.0,165,4.0,still evaluating against other offers from competitor banks.,,0,3,medium,email,9425.27
ACCT-0005415,2022-01-20,22.0,male,west,high_school,full_time,standard,branch,True,False,716,3262.77,39136.3,8300.51,0.2121,40541.71,0.1186,24,1905.82,45739.73,1,1.0,1045,10.0,very smooth application process and the agent was helpful. rates were competitive and the funds came through quickly.,,0,4,medium,referral,6833.69
ACCT-0004438,2024-03-27,52.0,female,west,bachelor,self_employed,basic,branch,True,False,682,6212.92,74566.88,18638.93,0.25,51112.79,0.0647,12,4410.16,52921.93,0,2.0,894,7.0,"process was fine, nothing exceptional either way.",,0,1,medium,referral,9613.23
ACCT-0000523,2024-02-27,36.0,female,northeast,associate,full_time,premium,branch,True,False,787,4655.21,55824.34,17673.67,0.3166,72706.81,0.0272,12,6148.48,73781.77,0,1.0,1317,6.0,took longer than expected but got approved in the end.,,0,0,low,email,563.16
ACCT-0006325,2023-02-02,48.0,male,pacific,bachelor,full_time,premium,online,False,False,658,6052.47,72466.33,19177.23,0.2646,90236.43,0.0651,24,4020.29,96486.98,1,2.0,963,,"very smooth application process and the agent was helpful. rates were competitive and the funds came through quickly. transparent fees, no hidden charges that I noticed.",,0,2,high,partner,19470.28
ACCT-0002705,2023-05-12,34.0,female,west,associate,part_time,standard,online,False,True,779,3118.63,37330.2,11123.58,0.298,48125.71,0.0982,72,887.29,63885.0,0,0.0,1203,9.0,documentation requirements were typical for this kind of loan.,,0,0,low,organic,11804.38
ACCT-0004898,2024-07-20,18.0,female,pacific,bachelor,full_time,premium,agent,False,False,836,8491.02,102091.62,25986.06,0.2545,37756.66,0.057,36,1143.59,41169.18,1,1.0,321,10.0,"transparent fees, no hidden charges that I noticed.",,0,0,low,paid_ads,18797.87
ACCT-0008559,2024-03-25,43.0,male,midwest,high_school,full_time,basic,online,True,False,580,4585.55,55273.17,11234.99,0.2033,34924.44,0.1102,24,1628.08,39073.88,0,1.0,1266,1.0,"documentation requirements were typical for this kind of loan. process was fine, nothing exceptional either way.",,0,1,very_high,email,7170.34
ACCT-0005466,2023-02-15,31.0,male,south,bachelor,full_time,premium,online,False,False,659,2901.78,35240.18,7052.0,0.2001,20233.62,0.0347,48,452.05,21698.55,1,1.0,427,5.0,easy to track payments through the mobile app.,,0,0,high,referral,15953.74
ACCT-0002356,2022-04-13,46.0,female,west,high_school,part_time,basic,online,True,True,728,6662.83,79869.09,,0.2452,70313.66,0.1033,12,6192.38,74308.61,0,0.0,1242,1.0,"documentation requirements were typical for this kind of loan. process was fine, nothing exceptional either way.",,0,0,medium,paid_ads,7440.76
ACCT-0000036,2022-01-17,18.0,female,south,bachelor,full_time,standard,agent,True,False,765,6296.2,75272.06,29462.03,0.3914,21371.27,0.1353,36,725.57,26120.43,0,3.0,203,8.0,"transparent fees, no hidden charges that I noticed.",,0,0,low,referral,9464.63
ACCT-0007942,2024-04-18,32.0,male,northeast,high_school,full_time,basic,online,True,False,722,4504.59,54503.87,14212.2,0.2608,64772.34,0.0871,48,1602.98,76943.1,0,1.0,1487,5.0,"transparent fees, no hidden charges that I noticed. very smooth application process and the agent was helpful.",,0,1,medium,organic,18551.01
ACCT-0002398,2024-01-09,23.0,male,south,graduate,full_time,standard,branch,True,True,685,3828.6,45985.11,17056.65,0.3709,52035.42,0.0902,84,837.66,70363.43,1,0.0,225,6.0,rates were competitive and the funds came through quickly.,,0,2,medium,email,2795.38
ACCT-0006548,2024-03-31,27.0,male,northeast,bachelor,full_time,standard,mobile,True,False,719,2008.31,24434.3,8650.22,0.354,8891.66,0.0968,36,285.56,10280.01,0,0.0,349,6.0,rates were competitive and the funds came through quickly.,,0,0,medium,organic,9827.25
ACCT-0004237,2024-11-11,33.0,female,west,bachelor,full_time,standard,online,True,True,648,3863.96,46249.4,28736.44,0.6213,37568.12,0.0644,60,733.93,44035.92,0,0.0,114,4.0,"ok experience overall, no strong feelings to share.",,0,1,high,partner,9944.88
ACCT-0006763,2024-02-07,51.0,female,pacific,high_school,part_time,standard,agent,True,False,648,2936.87,35299.53,9226.75,0.2614,20386.34,0.0493,24,893.78,21450.73,0,3.0,465,6.0,"great customer service, will recommend to friends and family.",,0,0,high,referral,14146.91
ACCT-0001139,2022-11-05,34.0,male,midwest,bachelor,full_time,standard,online,True,True,616,1869.23,22724.58,23198.03,1.0208,24580.15,0.124,12,2188.58,26262.91,1,2.0,556,8.0,still evaluating against other offers from competitor banks.,,0,1,high,referral,10700.85
ACCT-0008834,2023-12-02,27.0,male,pacific,graduate,self_employed,standard,online,True,False,737,12401.27,149406.53,,0.1917,191635.21,0.0502,84,2710.35,227669.65,0,1.0,922,8.0,rates were competitive and the funds came through quickly.,,0,0,medium,paid_ads,13131.13
ACCT-0006735,2023-02-15,34.0,female,south,associate,contract,standard,online,True,True,496,4132.18,49869.28,13072.48,0.2621,44481.84,0.1468,12,4008.24,48098.94,0,0.0,1034,3.0,"very smooth application process and the agent was helpful. transparent fees, no hidden charges that I noticed.",,0,0,very_high,paid_ads,6858.89
ACCT-0004220,2023-08-30,48.0,male,northeast,associate,self_employed,basic,online,True,False,724,5051.13,60954.31,22230.49,0.3647,57294.24,0.0724,48,1378.45,66165.65,0,,792,10.0,still evaluating against other offers from competitor banks. documentation requirements were typical for this kind of loan.,,0,4,medium,referral,13274.85
ACCT-0002970,2022-07-30,38.0,male,northeast,bachelor,full_time,premium,mobile,True,False,691,3132.19,37647.23,14297.37,0.3798,32695.23,0.1252,48,869.29,41725.78,0,2.0,203,8.0,"great customer service, will recommend to friends and family. easy to track payments through the mobile app.",,0,0,medium,referral,7077.46
ACCT-0002960,2024-06-21,48.0,male,south,graduate,full_time,premium,online,False,False,632,3158.97,37651.66,8300.6,0.2205,37022.76,0.0802,48,904.22,43402.74,1,2.0,907,7.0,"still evaluating against other offers from competitor banks. ok experience overall, no strong feelings to share.",,0,2,high,email,7930.28
ACCT-0003845,2024-08-08,38.0,female,south,bachelor,full_time,basic,online,True,False,553,2836.58,33649.68,25038.08,0.7441,42155.18,0.1391,84,787.96,66188.68,1,0.0,143,8.0,,,0,2,very_high,paid_ads,10997.98
ACCT-0000038,2024-02-27,51.0,male,pacific,bachelor,full_time,standard,mobile,False,True,768,2271.07,27422.39,5609.71,0.2046,19008.34,0.0663,12,1641.52,19698.21,1,1.0,484,1.0,"rates were competitive and the funds came through quickly. transparent fees, no hidden charges that I noticed.",,0,0,low,referral,5504.17
ACCT-0009115,2022-05-15,30.0,male,south,associate,full_time,premium,online,True,False,722,5426.02,65227.88,15234.17,0.2336,38854.24,0.0771,84,600.07,50405.71,0,1.0,436,6.0,"support never returned my calls about the missed payment. fees were not explained clearly upfront, very disappointing. the agent kept rescheduling and the process took weeks.",2023-05-08,1,3,medium,paid_ads,29670.41
ACCT-0007397,2024-10-18,33.0,male,west,associate,contract,basic,online,False,False,673,3312.24,39816.15,8548.59,0.2147,20344.29,0.0876,48,503.98,24190.91,1,1.0,1187,6.0,easy to track payments through the mobile app.,,0,1,medium,paid_ads,14192.78
ACCT-0000711,2022-09-05,39.0,male,northeast,associate,full_time,standard,mobile,True,False,677,7349.97,88481.47,17259.92,0.1951,40054.83,0.1239,72,791.16,56963.42,2,1.0,117,2.0,easy to track payments through the mobile app.,,0,1,medium,organic,5171.45
ACCT-0001921,2022-04-08,54.0,female,northeast,graduate,full_time,standard,online,False,True,799,3764.5,45208.53,9228.74,0.2041,53324.28,0.089,24,2433.58,58405.87,0,1.0,45,6.0,"process was fine, nothing exceptional either way. ok experience overall, no strong feelings to share.",,0,1,low,email,3949.06
ACCT-0005770,2024-07-01,57.0,female,south,graduate,part_time,basic,agent,True,True,679,5289.07,63388.17,23029.56,0.3633,20699.4,0.0953,84,338.61,28443.04,0,1.0,42,9.0,"great customer service, will recommend to friends and family. transparent fees, no hidden charges that I noticed.",,0,1,medium,organic,4929.36
ACCT-0000255,2022-01-13,34.0,male,midwest,high_school,full_time,standard,online,True,False,653,3044.1,36598.23,28692.63,0.784,41767.44,0.0791,48,1017.82,48855.13,1,2.0,1220,6.0,rates were competitive and the funds came through quickly.,,0,0,high,organic,13353.56
ACCT-0003315,2023-03-18,18.0,female,pacific,graduate,full_time,standard,branch,True,False,683,9144.48,109563.33,25267.26,0.2306,82393.22,0.0953,12,7225.84,86710.08,0,0.0,941,7.0,very smooth application process and the agent was helpful. easy to track payments through the mobile app.,,0,0,medium,paid_ads,16437.43
ACCT-0003982,2024-05-24,20.0,female,south,high_school,full_time,basic,branch,False,False,789,1897.27,22658.63,15517.22,0.6848,20464.31,0.0784,84,317.36,26658.62,1,2.0,1343,10.0,"documentation requirements were typical for this kind of loan. ok experience overall, no strong feelings to share. took longer than expected but got approved in the end.",,0,3,low,organic,1444.54
ACCT-0004139,2024-08-27,44.0,male,west,bachelor,full_time,standard,agent,True,True,620,3862.21,46230.35,,0.335,49625.02,0.0896,12,4338.93,52067.15,2,1.0,1047,4.0,"rates were competitive and the funds came through quickly. great customer service, will recommend to friends and family.",,0,1,high,organic,17182.0
ACCT-0009576,2024-07-12,39.0,female,midwest,high_school,full_time,standard,branch,True,False,690,5642.46,67828.04,13862.04,0.2044,53246.8,0.1333,36,1802.57,64892.69,0,0.0,418,10.0,"transparent fees, no hidden charges that I noticed. easy to track payments through the mobile app.",,0,1,medium,referral,12132.77
ACCT-0009622,2024-09-16,65.0,female,midwest,bachelor,full_time,basic,branch,True,True,681,8316.93,100151.53,19675.23,0.1965,51708.92,0.0977,24,2380.7,57136.87,0,1.0,1469,8.0,documentation requirements were typical for this kind of loan.,,0,1,medium,organic,13172.21
ACCT-0007946,2023-10-02,54.0,male,south,bachelor,full_time,premium,branch,True,True,750,5749.92,69260.99,23714.69,0.3424,54956.36,0.1002,36,1773.7,63853.15,0,3.0,732,5.0,"transparent fees, no hidden charges that I noticed. easy to track payments through the mobile app.",,0,0,low,organic,8065.59
ACCT-0004978,2023-06-06,53.0,female,south,bachelor,full_time,premium,branch,True,True,675,3314.07,39470.01,9397.43,0.2381,26852.9,0.0821,36,844.12,30388.18,0,1.0,1339,10.0,"transparent fees, no hidden charges that I noticed. great customer service, will recommend to friends and family.",,0,1,medium,organic,10245.73
ACCT-0000281,2023-02-16,44.0,female,midwest,high_school,self_employed,standard,online,True,True,793,6510.96,77992.89,26624.77,0.3414,104991.07,0.1042,12,9250.92,111010.98,2,1.0,1045,7.0,very smooth application process and the agent was helpful. easy to track payments through the mobile app.,,0,1,low,organic,4808.65
ACCT-0008684,2022-05-18,60.0,male,south,bachelor,full_time,basic,branch,True,True,616,4247.41,51296.63,16227.7,0.3164,70167.75,0.0765,72,1218.36,87722.2,0,1.0,422,,,,0,1,high,organic,13951.62
ACCT-0005866,2022-05-13,38.0,male,pacific,graduate,full_time,basic,online,False,False,674,5309.65,63195.37,15904.73,0.2517,34321.96,0.1138,36,1129.87,40675.15,1,2.0,589,10.0,easy to track payments through the mobile app.,,0,0,medium,referral,634.17
ACCT-0009262,2024-06-04,42.0,female,west,high_school,self_employed,standard,mobile,False,True,724,6469.22,77833.23,17747.6,0.228,82544.23,0.081,72,1451.4,104500.54,3,1.0,645,5.0,rates were competitive and the funds came through quickly. easy to track payments through the mobile app. very smooth application process and the agent was helpful.,,0,3,medium,organic,8368.49
ACCT-0002830,2024-04-06,48.0,male,northeast,bachelor,contract,premium,branch,True,True,567,2267.54,26921.39,8131.86,0.3021,19226.38,0.1233,36,641.6,23097.69,2,2.0,599,5.0,interest rate jumped after the first quarter without warning. support never returned my calls about the missed payment. the agent kept rescheduling and the process took weeks.,2024-09-24,1,1,very_high,paid_ads,2990.29
ACCT-0005273,2023-07-27,53.0,male,south,bachelor,contract,standard,mobile,True,False,632,5807.84,69850.04,14951.86,0.2141,86831.47,0.1285,36,2919.4,105098.24,0,2.0,85,5.0,"still evaluating against other offers from competitor banks. ok experience overall, no strong feelings to share.",,0,1,high,organic,7229.33
ACCT-0009002,2023-07-03,53.0,female,pacific,bachelor,self_employed,basic,online,True,True,602,4393.14,52559.69,22229.27,0.4229,36364.15,0.1009,72,675.24,48617.25,4,1.0,999,6.0,"process was fine, nothing exceptional either way. ok experience overall, no strong feelings to share. still evaluating against other offers from competitor banks.",,0,1,high,partner,7351.44
ACCT-0008104,2024-01-12,31.0,nonbinary,south,bachelor,full_time,premium,online,False,True,750,7434.56,89286.99,18310.67,0.2051,48945.96,0.11,60,1064.32,63859.48,0,1.0,1101,8.0,very smooth application process and the agent was helpful. rates were competitive and the funds came through quickly. easy to track payments through the mobile app.,,0,1,low,organic,16569.91
ACCT-0002498,2022-04-27,53.0,male,south,graduate,full_time,basic,branch,True,True,669,4365.18,52210.39,11631.12,0.2228,44230.86,0.0749,72,764.63,55053.43,0,1.0,639,4.0,"ok experience overall, no strong feelings to share. documentation requirements were typical for this kind of loan.",,0,0,high,organic,0.0
ACCT-0002941,2023-07-17,42.0,female,pacific,bachelor,full_time,standard,branch,True,False,651,5805.88,69715.61,14190.29,0.2035,91403.34,0.101,60,1946.47,116787.92,1,1.0,1238,2.0,"process was fine, nothing exceptional either way. still evaluating against other offers from competitor banks.",,0,1,high,referral,13123.74
ACCT-0005034,2022-11-15,45.0,male,midwest,associate,full_time,standard,branch,False,True,688,9370.97,112576.81,24292.82,0.2158,104276.41,0.0655,60,2042.64,122558.42,0,2.0,187,1.0,"process was fine, nothing exceptional either way. ok experience overall, no strong feelings to share.",,0,2,medium,organic,18761.88
ACCT-0001011,2023-05-22,49.0,female,south,bachelor,contract,standard,online,False,False,658,3405.15,40694.42,15683.63,0.3854,20130.17,0.1187,24,946.37,22712.92,1,1.0,1495,9.0,"great customer service, will recommend to friends and family. very smooth application process and the agent was helpful. easy to track payments through the mobile app.",,0,1,high,organic,11538.54
ACCT-0005605,2023-01-17,29.0,female,northeast,high_school,self_employed,basic,mobile,False,True,576,6813.56,81960.36,22274.18,0.2718,50670.26,0.1147,24,2372.66,56943.88,0,1.0,800,3.0,"documentation requirements were typical for this kind of loan. ok experience overall, no strong feelings to share. took longer than expected but got approved in the end.",,0,3,very_high,partner,2358.8
ACCT-0000378,2023-12-25,,female,west,bachelor,part_time,standard,online,True,True,629,2569.97,31094.86,17218.21,0.5537,34038.15,0.0847,84,538.5,45233.69,3,1.0,849,6.0,"great customer service, will recommend to friends and family. easy to track payments through the mobile app.",,0,1,high,email,21489.62
ACCT-0007157,2023-08-02,42.0,male,south,graduate,full_time,premium,mobile,True,False,757,2340.13,27681.1,6375.53,0.2303,32082.27,0.113,72,615.64,44325.85,0,1.0,754,6.0,"process was fine, nothing exceptional either way. documentation requirements were typical for this kind of loan.",,0,2,low,organic,0.0
ACCT-0002257,2022-11-23,38.0,male,south,bachelor,full_time,standard,online,False,False,764,2950.82,35032.95,,0.236,9540.94,0.0855,36,301.42,10851.17,1,1.0,1015,2.0,took longer than expected but got approved in the end. still evaluating against other offers from competitor banks.,2022-12-29,1,1,low,partner,4997.67
ACCT-0006752,2022-04-28,34.0,male,west,bachelor,self_employed,premium,mobile,False,False,538,5547.06,66622.03,20549.86,0.3085,32350.73,0.1199,84,570.82,47949.05,0,3.0,566,8.0,"rates were competitive and the funds came through quickly. transparent fees, no hidden charges that I noticed.",,0,0,very_high,email,2154.68
ACCT-0008006,2023-10-28,21.0,female,south,bachelor,part_time,basic,mobile,True,False,662,4010.46,48329.33,14648.31,0.3031,22020.87,0.1311,72,443.34,31920.32,0,1.0,991,5.0,,,0,2,high,referral,11168.33
ACCT-0003217,2023-03-21,59.0,male,midwest,associate,full_time,premium,online,False,False,769,3944.54,47165.0,14039.75,0.2977,54976.88,0.0907,12,4809.6,57715.18,0,1.0,180,8.0,"rates were competitive and the funds came through quickly. transparent fees, no hidden charges that I noticed.",,0,2,low,email,11321.71
ACCT-0000973,2022-12-22,36.0,female,midwest,associate,full_time,standard,online,False,False,728,5451.24,65650.31,13183.37,0.2008,33183.05,0.1101,12,2932.86,35194.31,1,2.0,445,7.0,easy to track payments through the mobile app. very smooth application process and the agent was helpful.,,0,2,medium,paid_ads,9820.85
ACCT-0002606,2024-09-26,44.0,female,midwest,associate,self_employed,basic,online,False,False,733,13046.58,156919.67,27816.14,0.1773,188145.9,0.0878,24,8576.38,205833.21,1,5.0,711,9.0,very smooth application process and the agent was helpful.,,0,0,medium,partner,4790.49
ACCT-0001616,2024-06-16,28.0,male,northeast,bachelor,part_time,basic,branch,False,True,719,3355.98,40254.78,21069.59,0.5234,20600.48,0.0559,84,296.94,24942.66,2,0.0,285,3.0,"very smooth application process and the agent was helpful. great customer service, will recommend to friends and family.",,0,1,medium,organic,1572.36
ACCT-0006584,2024-10-16,33.0,male,northeast,bachelor,contract,premium,online,False,False,628,4755.63,56865.56,13559.42,0.2384,79420.7,0.1027,60,1697.86,101871.48,1,1.0,805,5.0,"ok experience overall, no strong feelings to share.",,0,0,high,organic,17502.02
ACCT-0002790,2023-11-15,54.0,male,west,associate,self_employed,basic,branch,True,False,767,4722.55,56744.43,22131.31,0.39,41634.94,0.0965,84,683.66,57427.11,0,2.0,1264,8.0,easy to track payments through the mobile app. rates were competitive and the funds came through quickly. very smooth application process and the agent was helpful.,,0,1,low,partner,7536.97
ACCT-0006835,2024-05-26,45.0,male,south,bachelor,full_time,standard,online,True,True,685,3379.42,40737.93,39601.87,0.9721,21189.52,0.0718,36,656.06,23618.25,3,0.0,307,5.0,very smooth application process and the agent was helpful. rates were competitive and the funds came through quickly.,,0,1,medium,partner,4845.56
ACCT-0007664,2024-09-05,34.0,female,west,high_school,full_time,basic,online,False,False,682,6594.0,78957.46,20434.38,0.2588,92904.94,0.1221,24,4382.59,105182.23,0,3.0,1406,10.0,"great customer service, will recommend to friends and family. transparent fees, no hidden charges that I noticed.",,0,2,medium,email,160.96
ACCT-0006040,2024-08-25,54.0,male,northeast,bachelor,self_employed,standard,online,False,True,665,4589.03,55378.74,16410.16,0.2963,69886.15,0.054,84,1001.07,84090.27,0,3.0,545,6.0,"took longer than expected but got approved in the end. ok experience overall, no strong feelings to share. process was fine, nothing exceptional either way.",,0,1,high,partner,8045.85
ACCT-0003310,2022-08-04,18.0,male,west,high_school,full_time,premium,online,True,False,680,4368.28,52336.11,16939.59,0.3237,64933.91,0.1268,48,1731.57,83115.59,0,2.0,1376,10.0,still evaluating against other offers from competitor banks. took longer than expected but got approved in the end. documentation requirements were typical for this kind of loan.,,0,1,medium,referral,0.0
ACCT-0007489,2024-07-27,30.0,male,west,graduate,full_time,basic,online,False,False,670,6306.81,75487.11,28107.1,0.3723,23917.29,0.1353,48,647.95,31101.36,0,0.0,998,6.0,"transparent fees, no hidden charges that I noticed. rates were competitive and the funds came through quickly.",,0,2,high,referral,5805.72
ACCT-0005235,2023-12-01,30.0,female,pacific,bachelor,self_employed,standard,agent,False,True,689,5705.4,68737.56,,0.2848,40640.65,0.0832,60,830.38,49822.69,1,2.0,802,10.0,"transparent fees, no hidden charges that I noticed. rates were competitive and the funds came through quickly.",,0,0,medium,email,11183.26
ACCT-0008666,2023-02-09,31.0,female,northeast,high_school,full_time,standard,mobile,False,True,624,3722.51,45571.18,,0.2872,19202.15,0.068,84,287.9,24183.9,0,1.0,292,8.0,"ok experience overall, no strong feelings to share. documentation requirements were typical for this kind of loan.",,0,0,high,paid_ads,20695.75
ACCT-0003385,2023-09-09,49.0,male,midwest,high_school,full_time,premium,mobile,True,False,722,1507.73,18171.52,5071.94,0.2791,21434.42,0.0782,24,967.63,23223.19,0,0.0,1232,5.0,"ok experience overall, no strong feelings to share. took longer than expected but got approved in the end.",,0,0,medium,email,3087.86
ACCT-0006565,2024-07-28,48.0,male,south,graduate,contract,premium,online,False,False,660,2718.03,33081.68,11706.98,0.3539,40366.61,0.1089,60,875.53,52531.57,1,1.0,934,2.0,"great customer service, will recommend to friends and family.",,0,1,high,organic,952.91
ACCT-0003655,2022-02-03,27.0,male,west,graduate,contract,standard,online,True,True,510,3331.58,39473.02,9523.57,0.2413,17987.89,0.1379,60,416.62,24997.41,0,1.0,852,10.0,documentation requirements were typical for this kind of loan. took longer than expected but got approved in the end.,,0,0,very_high,referral,13312.56
ACCT-0009442,2023-09-25,38.0,male,northeast,bachelor,full_time,standard,online,False,False,715,5564.85,66860.69,22112.77,0.3307,19354.16,0.0725,36,599.78,21591.96,1,1.0,524,9.0,easy to track payments through the mobile app.,,0,0,medium,organic,11123.48
ACCT-0001898,2024-07-05,36.0,female,south,bachelor,self_employed,standard,branch,True,False,618,8532.59,101863.78,20920.15,0.2054,76021.82,0.077,12,6602.54,79230.48,1,0.0,293,7.0,easy to track payments through the mobile app.,,0,0,high,email,18239.95
ACCT-0004605,2022-08-06,25.0,male,midwest,associate,full_time,standard,online,True,False,598,4481.32,53700.18,9995.41,0.1861,15644.74,0.0748,84,239.77,20140.97,0,2.0,1341,10.0,,,0,0,high,partner,8316.31
ACCT-0002900,2022-04-05,,female,pacific,high_school,full_time,basic,mobile,False,False,684,6781.47,81328.38,18670.15,0.2296,111440.88,0.0859,60,2291.34,137480.41,1,0.0,262,2.0,,,0,2,medium,organic,0.0
ACCT-0009818,2023-09-19,35.0,male,midwest,high_school,full_time,premium,branch,True,False,715,3362.74,40298.7,19845.89,0.4925,13637.93,0.1063,72,257.03,18506.16,5,0.0,1172,8.0,rates were competitive and the funds came through quickly.,,0,1,medium,organic,10981.72
ACCT-0005974,2024-08-18,35.0,female,midwest,bachelor,part_time,basic,mobile,True,False,682,5285.97,63825.29,16344.35,0.2561,73431.72,0.0445,24,3203.55,76885.17,0,0.0,1089,7.0,"great customer service, will recommend to friends and family. rates were competitive and the funds came through quickly.",,0,0,medium,partner,24643.21
ACCT-0005322,2023-10-18,35.0,male,midwest,associate,full_time,standard,online,True,True,850,4418.18,53339.03,14818.83,0.2778,30910.01,0.0639,84,457.35,38417.51,0,0.0,1364,10.0,"easy to track payments through the mobile app. rates were competitive and the funds came through quickly. transparent fees, no hidden charges that I noticed.",,0,1,low,organic,6852.17
ACCT-0006037,2023-12-07,56.0,female,west,bachelor,part_time,standard,branch,True,True,706,5256.22,63099.66,16378.35,0.2596,70881.51,0.1047,48,1813.69,87056.96,1,3.0,1250,,"took longer than expected but got approved in the end. process was fine, nothing exceptional either way.",,0,0,medium,referral,15292.48
ACCT-0003594,2024-05-09,34.0,male,west,bachelor,full_time,standard,branch,True,True,746,3671.89,44033.21,11970.9,0.2719,18350.13,0.0912,24,839.36,20144.62,0,1.0,1087,10.0,very smooth application process and the agent was helpful.,,0,2,low,email,14509.57
ACCT-0008760,2024-10-22,18.0,male,west,associate,full_time,standard,branch,True,False,558,2470.8,29500.38,12844.2,0.4354,25266.68,0.1132,24,1181.42,28353.97,1,3.0,250,7.0,the autopay system charged me twice in the same month. the agent kept rescheduling and the process took weeks. support never returned my calls about the missed payment.,2024-11-30,1,0,very_high,partner,11899.35
ACCT-0006669,2023-02-10,31.0,male,northeast,high_school,full_time,standard,online,False,True,790,6263.15,75885.15,16826.65,0.2217,100237.73,0.0746,72,1731.41,124661.77,2,1.0,342,,"very smooth application process and the agent was helpful. transparent fees, no hidden charges that I noticed.",,0,2,low,paid_ads,5190.33
ACCT-0009154,2024-04-12,37.0,male,south,high_school,full_time,basic,branch,True,True,676,3776.87,45583.28,15042.36,0.33,50260.84,0.0678,12,4343.87,52126.48,0,1.0,528,6.0,"great customer service, will recommend to friends and family. easy to track payments through the mobile app. transparent fees, no hidden charges that I noticed.",,0,1,medium,paid_ads,10505.81
ACCT-0002999,2023-04-13,45.0,male,midwest,associate,part_time,basic,branch,True,False,567,4198.34,50313.24,12447.5,0.2474,57408.1,0.059,72,948.65,68302.62,0,0.0,361,8.0,very smooth application process and the agent was helpful.,,0,1,very_high,referral,0.0
