account_id,application_date,age,gender,region,education,employment_type,product_tier,channel,is_autopay,has_collateral,credit_score,monthly_income,annual_income,existing_debt,debt_to_income,loan_amount,interest_rate,term_months,monthly_payment,total_payment,num_late_payments,num_inquiries_90d,tenure_days,nps_score,customer_feedback,default_notice_date,defaulted,num_dependents,risk_band
ACCT-0000908,2023-12-22,59.0,male,south,high_school,part_time,basic,online,True,True,639,8555.91,102937.07,22459.36,0.2182,65933.72,0.12,36,2152.43,77487.43,3,1.0,1013,4.0,easy to track payments through the mobile app.,,0,2,high
ACCT-0005224,2024-05-29,59.0,male,northeast,associate,full_time,standard,branch,False,False,719,6988.35,84033.55,24690.32,0.2938,81161.61,0.0691,48,1895.38,90978.21,2,1.0,1107,4.0,"documentation requirements were typical for this kind of loan. ok experience overall, no strong feelings to share.",,0,5,medium
ACCT-0004678,2022-10-01,38.0,male,northeast,bachelor,full_time,basic,online,True,True,566,8881.43,106772.48,20405.61,0.1911,122754.2,0.1,84,2037.59,171157.92,1,0.0,176,7.0,,,0,1,very_high
ACCT-0005690,2024-05-23,39.0,female,south,graduate,full_time,basic,mobile,False,False,552,12069.09,144748.24,38592.09,0.2666,93930.59,0.1437,36,3172.72,114217.79,0,2.0,1181,8.0,"the agent kept rescheduling and the process took weeks. fees were not explained clearly upfront, very disappointing.",2025-07-04,1,1,very_high
ACCT-0003338,2024-01-03,58.0,male,northeast,bachelor,full_time,basic,agent,True,True,763,4707.91,56558.88,17606.73,0.3113,33964.95,0.0795,12,2935.04,35220.48,0,2.0,1170,8.0,"documentation requirements were typical for this kind of loan. ok experience overall, no strong feelings to share.",,0,2,low
ACCT-0001574,2024-08-11,28.0,male,south,bachelor,full_time,basic,online,True,True,648,5192.19,62206.95,28442.67,0.4572,83143.64,0.1033,12,7276.18,87314.12,2,0.0,939,6.0,"great customer service, will recommend to friends and family. transparent fees, no hidden charges that I noticed.",,0,2,high
ACCT-0003383,2022-07-27,45.0,female,south,bachelor,full_time,basic,agent,True,False,716,7120.21,85431.91,14348.06,0.1679,50580.29,0.1127,48,1313.8,63062.47,2,1.0,628,10.0,still evaluating against other offers from competitor banks.,,0,0,medium
ACCT-0004442,2022-02-24,42.0,male,northeast,bachelor,full_time,premium,branch,True,False,634,4175.62,49538.66,14177.92,0.2862,33644.35,0.0734,84,513.35,43121.23,0,1.0,556,4.0,,,0,3,high
ACCT-0001365,2024-02-23,37.0,female,northeast,graduate,full_time,premium,online,True,False,548,4138.16,49793.06,15397.23,0.3092,23011.7,0.1004,60,475.89,28553.27,1,0.0,445,7.0,"transparent fees, no hidden charges that I noticed. easy to track payments through the mobile app.",,0,1,very_high
ACCT-0003202,2022-03-28,43.0,female,midwest,graduate,full_time,basic,branch,False,False,615,2205.28,26040.62,18182.46,0.6982,17899.23,0.049,60,337.0,20219.94,0,0.0,37,8.0,still evaluating against other offers from competitor banks.,,0,4,high
ACCT-0003015,2024-05-16,42.0,male,south,high_school,full_time,basic,online,True,True,658,5622.12,67576.27,12314.78,0.1822,73458.22,0.0782,60,1441.26,86475.37,0,3.0,1222,9.0,took longer than expected but got approved in the end.,,0,2,high
ACCT-0002367,2024-08-06,38.0,male,northeast,high_school,full_time,basic,online,False,False,706,8335.62,99958.89,26876.6,0.2689,132789.82,0.1206,48,3423.06,164306.69,0,,1282,8.0,"fees were not explained clearly upfront, very disappointing. support never returned my calls about the missed payment.",2024-09-05,1,0,medium
ACCT-0003317,2022-05-04,43.0,female,pacific,bachelor,full_time,basic,online,False,False,628,3726.3,44803.68,14809.56,0.3305,33796.41,0.0654,36,1036.46,37312.52,1,1.0,818,7.0,still evaluating against other offers from competitor banks. documentation requirements were typical for this kind of loan.,,0,2,high
ACCT-0005647,2023-01-25,30.0,nonbinary,west,bachelor,contract,basic,online,False,False,634,5691.98,68323.09,12640.98,0.185,941266.26,0.1345,84,17355.8,1457888.74,2,2.0,1242,6.0,very smooth application process and the agent was helpful. easy to track payments through the mobile app. rates were competitive and the funds came through quickly.,,0,1,high
ACCT-0004592,2022-02-09,42.0,female,northeast,associate,part_time,premium,branch,True,True,762,4385.37,52566.55,30525.29,0.5807,27256.94,0.1269,84,491.21,41261.52,2,1.0,1246,5.0,"transparent fees, no hidden charges that I noticed.",,0,1,low
ACCT-0005160,2024-03-16,28.0,female,pacific,high_school,full_time,standard,mobile,True,True,629,5615.66,67450.23,10958.39,0.1625,24624.2,0.1005,36,781.36,28128.85,1,1.0,935,7.0,"still evaluating against other offers from competitor banks. ok experience overall, no strong feelings to share.",,0,1,high
ACCT-0001393,2024-08-04,18.0,male,pacific,associate,full_time,standard,mobile,False,False,663,1991.29,23818.58,25974.63,1.0905,27476.32,0.0978,12,2397.48,28769.74,4,0.0,431,6.0,rates were competitive and the funds came through quickly.,,0,0,high
ACCT-0005545,2024-04-28,59.0,male,west,bachelor,full_time,basic,mobile,False,True,747,3916.12,46969.3,10146.07,0.216,45061.09,0.0848,12,3904.77,46857.22,0,0.0,1235,5.0,"transparent fees, no hidden charges that I noticed. rates were competitive and the funds came through quickly. very smooth application process and the agent was helpful.",,0,1,low
ACCT-0002069,2022-07-09,46.0,male,south,bachelor,full_time,standard,online,True,False,733,5386.05,64613.52,22279.34,0.3448,63589.18,0.0906,60,1321.82,79309.23,2,0.0,1305,4.0,"ok experience overall, no strong feelings to share. process was fine, nothing exceptional either way.",,0,1,medium
ACCT-0000626,2022-06-15,32.0,male,midwest,associate,part_time,basic,online,True,False,702,8971.73,107454.46,29139.84,0.2712,105605.81,0.1084,36,3449.3,124174.95,2,0.0,1283,3.0,"ok experience overall, no strong feelings to share. still evaluating against other offers from competitor banks. documentation requirements were typical for this kind of loan.",,0,0,medium
ACCT-0002690,2022-05-30,42.0,female,west,graduate,full_time,standard,mobile,True,False,762,6670.29,79979.24,27571.08,0.3447,106112.55,0.0528,48,2457.25,117948.23,1,2.0,887,2.0,"process was fine, nothing exceptional either way. took longer than expected but got approved in the end.",,0,1,low
ACCT-0005126,2023-07-23,51.0,male,pacific,bachelor,self_employed,premium,online,True,True,595,2863.95,34337.71,11771.13,0.3428,28902.96,0.0982,60,611.51,36690.56,0,3.0,96,5.0,"ok experience overall, no strong feelings to share. documentation requirements were typical for this kind of loan.",,0,1,high
ACCT-0003325,2022-05-01,35.0,male,northeast,bachelor,full_time,basic,mobile,True,True,566,3591.7,42537.74,13143.71,0.309,18456.8,0.064,24,821.37,19712.82,1,2.0,1246,6.0,"transparent fees, no hidden charges that I noticed.",,0,1,very_high
ACCT-0003611,2022-07-27,35.0,female,west,bachelor,full_time,basic,online,True,False,634,7043.81,84370.36,25872.58,0.3067,69047.13,0.0983,48,1745.71,83794.02,1,1.0,551,10.0,"process was fine, nothing exceptional either way.",,0,1,high
ACCT-0004378,2022-03-19,30.0,male,pacific,associate,full_time,standard,agent,True,True,687,2252.88,26738.2,9089.68,0.34,17940.46,0.0747,24,807.09,19370.05,1,1.0,792,6.0,,,0,1,medium
ACCT-0004842,2022-01-04,35.0,female,northeast,associate,self_employed,basic,online,False,False,746,5285.16,63799.86,15155.98,0.2376,77148.33,0.0748,72,1333.26,95994.51,0,1.0,1131,4.0,"great customer service, will recommend to friends and family. transparent fees, no hidden charges that I noticed. rates were competitive and the funds came through quickly.",,0,1,low
ACCT-0005182,2023-02-04,41.0,female,northeast,associate,self_employed,standard,branch,True,False,694,4861.51,58654.79,14758.56,0.2516,81655.49,0.1044,84,1374.28,115439.58,0,0.0,1184,8.0,"easy to track payments through the mobile app. transparent fees, no hidden charges that I noticed. very smooth application process and the agent was helpful.",,0,1,medium
ACCT-0003038,2023-05-19,40.0,male,northeast,graduate,full_time,standard,online,True,True,612,4504.99,53798.02,12992.24,0.2415,65757.6,0.1306,60,1498.16,89889.69,1,1.0,1111,9.0,"great customer service, will recommend to friends and family. transparent fees, no hidden charges that I noticed. rates were competitive and the funds came through quickly.",,0,0,high
ACCT-0004864,2024-03-09,42.0,female,pacific,associate,full_time,premium,online,True,True,781,6553.1,79040.82,,0.3252,80599.14,0.0529,48,1822.92,87500.31,0,2.0,1241,4.0,very smooth application process and the agent was helpful. rates were competitive and the funds came through quickly. easy to track payments through the mobile app.,,0,4,low
ACCT-0003422,2024-02-12,34.0,male,south,bachelor,full_time,basic,mobile,False,True,769,4250.19,51143.08,18034.51,0.3526,50774.04,0.0868,36,1578.9,56840.51,3,1.0,93,9.0,took longer than expected but got approved in the end. still evaluating against other offers from competitor banks.,,0,1,low
ACCT-0002906,2023-07-23,54.0,female,pacific,graduate,full_time,basic,branch,False,False,676,10727.31,128701.66,20696.35,0.1608,147511.31,0.0796,12,12829.35,153952.17,0,2.0,803,9.0,very smooth application process and the agent was helpful.,,0,1,medium
ACCT-0004280,2023-09-03,43.0,female,west,graduate,full_time,standard,agent,True,True,603,4008.65,48130.0,20356.88,0.423,38734.7,0.0949,12,3374.68,40496.14,0,1.0,1011,5.0,"great customer service, will recommend to friends and family. easy to track payments through the mobile app.",,0,0,high
ACCT-0003910,2024-01-25,48.0,female,northeast,associate,part_time,basic,online,True,True,736,5926.2,71002.69,11507.1,0.1621,49584.62,0.0712,36,1506.77,54243.6,0,3.0,1156,10.0,"still evaluating against other offers from competitor banks. ok experience overall, no strong feelings to share.",,0,2,medium
ACCT-0000091,2022-09-14,38.0,male,south,bachelor,full_time,basic,mobile,True,True,819,2527.85,30146.57,5727.24,0.19,34752.62,0.0498,60,655.43,39326.06,0,2.0,770,3.0,"great customer service, will recommend to friends and family. easy to track payments through the mobile app.",,0,3,low
ACCT-0004418,2023-08-07,45.0,female,northeast,associate,part_time,standard,online,True,False,681,3840.42,46069.22,9684.14,0.2102,27816.29,0.0785,24,1256.18,30148.21,1,1.0,203,7.0,,,0,2,medium
ACCT-0004661,2024-04-16,62.0,male,northeast,bachelor,full_time,basic,online,False,False,753,3349.66,40134.42,11339.81,0.2825,50503.98,0.0961,48,1242.6,59644.67,1,0.0,897,6.0,"ok experience overall, no strong feelings to share.",,0,2,low
ACCT-0003715,2023-05-13,34.0,male,south,bachelor,full_time,premium,agent,False,True,602,2907.7,34821.21,10231.9,0.2938,25860.35,0.1125,48,671.47,32230.7,0,1.0,797,7.0,"process was fine, nothing exceptional either way. still evaluating against other offers from competitor banks.",,0,2,high
ACCT-0004103,2022-12-07,39.0,female,midwest,associate,part_time,standard,mobile,True,False,673,8744.35,104741.6,23195.38,0.2215,143029.64,0.0548,84,2053.97,172533.73,0,2.0,1203,6.0,rates were competitive and the funds came through quickly. easy to track payments through the mobile app.,,0,0,medium
ACCT-0003577,2023-07-05,38.0,female,west,bachelor,full_time,standard,branch,False,False,663,7445.21,89326.46,26564.27,0.2974,111472.86,0.0765,72,1935.48,139354.78,0,3.0,219,4.0,"ok experience overall, no strong feelings to share. process was fine, nothing exceptional either way. still evaluating against other offers from competitor banks.",,0,2,high
ACCT-0003279,2024-08-16,43.0,female,south,bachelor,full_time,standard,online,False,False,730,4906.02,59261.08,11863.75,0.2002,72236.3,0.0552,36,2143.14,77153.07,1,1.0,1481,6.0,"took longer than expected but got approved in the end. process was fine, nothing exceptional either way.",,0,2,medium
ACCT-0001846,2024-10-12,29.0,female,northeast,bachelor,full_time,premium,online,False,False,711,12735.18,153004.17,37222.16,0.2433,71218.6,0.076,60,1390.09,83405.39,0,0.0,61,7.0,"great customer service, will recommend to friends and family.",,0,2,medium
ACCT-0005504,2022-10-17,35.0,female,pacific,graduate,full_time,standard,branch,False,False,543,6077.74,72973.83,15196.98,0.2083,96419.69,0.0669,60,1895.26,113715.73,1,1.0,815,10.0,"easy to track payments through the mobile app. transparent fees, no hidden charges that I noticed.",,0,2,very_high
ACCT-0005965,2024-01-29,23.0,female,south,associate,self_employed,basic,mobile,True,True,676,2902.1,34431.67,14249.36,0.4138,20846.97,0.0908,12,1812.33,21747.95,2,1.0,233,6.0,very smooth application process and the agent was helpful.,,0,3,medium
ACCT-0005666,2022-10-24,46.0,female,midwest,high_school,full_time,standard,mobile,True,False,795,7010.93,83969.19,22063.85,0.2628,43292.3,0.0921,60,903.12,54187.33,0,0.0,719,5.0,"ok experience overall, no strong feelings to share.",,0,4,low
ACCT-0001470,2024-02-28,45.0,female,west,high_school,self_employed,basic,online,True,True,728,4147.0,49637.83,15080.04,0.3038,62280.08,0.0769,72,1046.67,75359.94,0,2.0,174,3.0,"ok experience overall, no strong feelings to share. process was fine, nothing exceptional either way.",,0,1,medium
ACCT-0002217,2022-08-26,,female,south,bachelor,full_time,basic,branch,False,False,755,2446.84,29407.99,12243.73,0.4163,37013.98,0.061,84,542.52,45571.5,2,4.0,257,5.0,"still evaluating against other offers from competitor banks. ok experience overall, no strong feelings to share. documentation requirements were typical for this kind of loan.",,0,1,low
ACCT-0004116,2024-01-14,54.0,male,midwest,graduate,full_time,basic,branch,True,False,709,12333.87,148164.14,26022.18,0.1756,116535.13,0.0992,48,2884.25,138444.08,3,1.0,541,3.0,"fees were not explained clearly upfront, very disappointing.",2024-07-16,1,2,medium
ACCT-0003387,2024-02-13,38.0,male,midwest,bachelor,full_time,premium,branch,True,False,597,5251.74,62779.86,18848.84,0.3002,53163.14,0.0585,84,742.74,62390.42,0,2.0,69,8.0,"transparent fees, no hidden charges that I noticed. very smooth application process and the agent was helpful. easy to track payments through the mobile app.",,0,2,high
ACCT-0005119,2023-05-16,34.0,male,northeast,graduate,full_time,standard,online,True,True,724,2797.39,33677.38,10321.16,0.3065,38251.27,0.0974,12,3358.3,40299.59,0,1.0,1208,6.0,very smooth application process and the agent was helpful. easy to track payments through the mobile app.,,0,1,medium
ACCT-0002119,2023-03-16,36.0,male,midwest,bachelor,part_time,standard,branch,True,False,737,3718.04,44871.24,15615.77,0.348,49610.88,0.0809,60,1008.04,60482.33,1,1.0,75,5.0,support never returned my calls about the missed payment.,2023-10-31,1,0,medium
ACCT-0000983,2024-04-06,55.0,male,midwest,bachelor,contract,basic,online,True,True,594,12286.78,147698.49,27402.71,0.1855,123069.53,0.1394,72,2453.84,176676.13,0,1.0,388,7.0,"transparent fees, no hidden charges that I noticed. easy to track payments through the mobile app.",,0,1,high
ACCT-0000862,2023-03-27,55.0,male,midwest,graduate,self_employed,standard,online,True,False,583,3972.49,47573.13,12525.72,0.2633,51376.95,0.1178,72,998.67,71904.2,2,2.0,709,3.0,"took longer than expected but got approved in the end. process was fine, nothing exceptional either way.",,0,1,high
ACCT-0005279,2024-11-30,35.0,female,south,bachelor,full_time,basic,branch,True,True,686,8157.51,97802.72,15805.43,0.1616,129280.13,0.082,36,3991.86,143706.82,2,2.0,1266,7.0,very smooth application process and the agent was helpful.,,0,2,medium
ACCT-0000541,2023-06-27,35.0,male,midwest,bachelor,full_time,standard,branch,False,True,626,5871.34,70577.34,13195.56,0.187,34557.27,0.0754,36,1075.62,38722.15,1,1.0,977,,"transparent fees, no hidden charges that I noticed. rates were competitive and the funds came through quickly. very smooth application process and the agent was helpful.",,0,3,high
ACCT-0000904,2022-04-14,30.0,male,midwest,graduate,self_employed,standard,mobile,True,False,615,4393.36,52810.73,17148.34,0.3247,65550.99,0.0921,72,1188.33,85559.49,0,1.0,217,10.0,still evaluating against other offers from competitor banks.,,0,0,high
ACCT-0004406,2022-03-11,51.0,female,northeast,associate,self_employed,standard,branch,True,True,673,5895.66,70548.8,15758.02,0.2234,37267.14,0.1307,84,679.33,57064.0,0,0.0,968,,rates were competitive and the funds came through quickly.,,0,1,medium
ACCT-0000128,2023-12-29,33.0,male,pacific,bachelor,full_time,standard,online,False,False,650,4279.44,51149.31,13301.18,0.26,49846.52,0.1146,60,1065.51,63930.38,1,0.0,618,9.0,"great customer service, will recommend to friends and family. very smooth application process and the agent was helpful. rates were competitive and the funds came through quickly.",,0,2,high
ACCT-0002317,2024-01-05,30.0,male,south,high_school,full_time,basic,branch,True,False,850,2407.87,28717.82,9391.67,0.327,23226.17,0.0681,60,444.82,26689.15,1,0.0,906,4.0,"great customer service, will recommend to friends and family. rates were competitive and the funds came through quickly.",,0,0,low
ACCT-0001923,2024-09-26,31.0,female,west,associate,full_time,basic,branch,True,False,661,2752.79,32925.9,6813.91,0.2069,23480.3,0.1019,24,1072.63,25743.05,2,0.0,790,7.0,rates were competitive and the funds came through quickly.,,0,1,high
ACCT-0000622,2024-01-04,53.0,male,midwest,high_school,full_time,basic,branch,True,False,800,8870.19,106338.41,38892.85,0.3657,75260.62,0.037,48,1649.26,79164.66,0,1.0,104,3.0,"transparent fees, no hidden charges that I noticed. rates were competitive and the funds came through quickly. easy to track payments through the mobile app.",,0,3,low
ACCT-0002294,2022-05-18,69.0,male,south,high_school,full_time,standard,online,True,False,818,2506.15,30389.58,6486.28,0.2134,12692.17,0.0763,24,571.86,13724.74,0,1.0,616,6.0,"great customer service, will recommend to friends and family.",,0,2,low
ACCT-0001278,2024-02-18,45.0,male,midwest,associate,self_employed,basic,online,True,True,651,2480.54,29730.73,13163.14,0.4427,30804.1,0.09,60,621.66,37299.88,1,0.0,340,6.0,rates were competitive and the funds came through quickly. very smooth application process and the agent was helpful.,,0,2,high
ACCT-0000122,2024-02-12,47.0,female,south,bachelor,full_time,basic,mobile,True,True,757,9043.17,108885.76,24306.96,0.2232,40634.71,0.1009,60,841.37,50482.14,0,0.0,439,8.0,"documentation requirements were typical for this kind of loan. process was fine, nothing exceptional either way.",,0,2,low
ACCT-0002124,2023-07-20,51.0,male,south,high_school,contract,standard,branch,True,False,483,6987.9,83636.18,17705.43,0.2117,34264.82,0.1378,48,932.63,44766.12,0,1.0,475,6.0,very smooth application process and the agent was helpful. easy to track payments through the mobile app.,,0,1,very_high
ACCT-0001578,2022-06-05,49.0,male,northeast,bachelor,self_employed,standard,mobile,True,False,602,6655.83,79572.36,27340.35,0.3436,70815.15,0.0973,36,2276.02,81936.64,0,1.0,351,9.0,"documentation requirements were typical for this kind of loan. process was fine, nothing exceptional either way.",,0,1,high
ACCT-0001190,2022-09-13,36.0,male,south,associate,full_time,premium,agent,False,False,746,5615.38,67285.81,13385.32,0.1989,86725.57,0.076,24,3906.6,93758.44,0,1.0,804,7.0,"very smooth application process and the agent was helpful. great customer service, will recommend to friends and family.",,0,4,low
ACCT-0003624,2022-07-30,39.0,male,midwest,graduate,contract,standard,branch,True,False,606,7719.16,92593.51,29421.76,0.3178,33112.05,0.1223,48,875.67,42032.36,1,,363,6.0,the autopay system charged me twice in the same month.,2023-03-21,1,2,high
ACCT-0004272,2022-07-19,36.0,female,pacific,graduate,full_time,standard,agent,False,False,850,3272.59,38757.05,10380.37,0.2678,18599.59,0.025,36,536.81,19325.15,0,1.0,169,10.0,rates were competitive and the funds came through quickly. very smooth application process and the agent was helpful. easy to track payments through the mobile app.,,0,3,low
ACCT-0001566,2023-08-19,46.0,male,northeast,bachelor,full_time,basic,online,True,False,759,6750.37,81024.26,22872.42,0.2823,29326.97,0.0922,12,2567.71,30812.57,0,0.0,681,4.0,"transparent fees, no hidden charges that I noticed. easy to track payments through the mobile app.",,0,0,low
ACCT-0003089,2022-05-22,47.0,female,northeast,bachelor,contract,basic,branch,True,False,612,4311.4,51502.24,24387.82,0.4735,31846.53,0.1054,72,598.66,43103.84,1,,225,8.0,"very smooth application process and the agent was helpful. transparent fees, no hidden charges that I noticed.",,0,1,high
ACCT-0003580,2022-03-23,33.0,female,northeast,bachelor,contract,standard,online,False,False,558,2846.08,33762.22,9816.28,0.2907,41489.81,0.1053,72,779.76,56142.77,1,1.0,395,5.0,"great customer service, will recommend to friends and family. rates were competitive and the funds came through quickly.",,0,1,very_high
ACCT-0001932,2023-08-23,18.0,female,pacific,associate,full_time,standard,mobile,True,False,644,3739.27,44709.27,30827.8,0.6895,62434.75,0.063,12,5382.15,64585.84,1,0.0,294,8.0,"transparent fees, no hidden charges that I noticed. very smooth application process and the agent was helpful.",,0,2,high
ACCT-0004475,2024-10-13,43.0,male,northeast,high_school,self_employed,basic,online,False,True,790,2193.93,26062.96,13623.36,0.5227,21228.27,0.0688,84,306.89,25778.57,2,1.0,812,5.0,"transparent fees, no hidden charges that I noticed. rates were competitive and the funds came through quickly. great customer service, will recommend to friends and family.",,0,4,low
ACCT-0002763,2024-08-17,27.0,male,west,bachelor,full_time,basic,agent,False,False,754,4590.66,54980.03,21141.39,0.3845,20617.38,0.0763,48,488.25,23436.01,0,0.0,400,5.0,very smooth application process and the agent was helpful.,,0,0,low
ACCT-0002822,2022-05-22,62.0,female,northeast,graduate,full_time,standard,agent,False,True,605,3712.74,44964.75,14591.91,0.3245,21524.29,0.1159,60,474.31,28458.53,1,3.0,495,10.0,easy to track payments through the mobile app. very smooth application process and the agent was helpful.,,0,1,high
ACCT-0002598,2022-11-03,51.0,male,south,bachelor,full_time,premium,mobile,True,False,754,8616.16,103771.4,27287.97,0.263,114610.1,0.0732,24,5148.19,123556.61,0,1.0,98,8.0,"took longer than expected but got approved in the end. process was fine, nothing exceptional either way.",,0,2,low
ACCT-0003105,2024-09-08,56.0,male,pacific,high_school,full_time,premium,online,False,True,738,1780.2,21879.64,5344.75,0.2443,18814.96,0.0879,60,377.85,22671.2,0,2.0,255,4.0,"transparent fees, no hidden charges that I noticed. easy to track payments through the mobile app.",,0,1,medium
ACCT-0001761,2022-05-25,49.0,female,midwest,bachelor,full_time,standard,mobile,True,False,718,8510.1,102403.64,30052.4,0.2935,70498.3,0.0827,48,1730.02,83041.16,0,1.0,1358,9.0,,,0,1,medium
ACCT-0005199,2024-10-09,63.0,male,west,bachelor,contract,basic,agent,True,False,640,2490.79,30367.89,19650.55,0.6471,41203.39,0.1143,24,1905.69,45736.5,1,3.0,36,4.0,"ok experience overall, no strong feelings to share.",2026-02-11,1,0,high
ACCT-0005350,2023-07-22,61.0,male,west,graduate,full_time,basic,mobile,False,False,680,5350.27,63972.72,24364.62,0.3809,50943.03,0.0993,12,4477.15,53725.86,0,2.0,314,1.0,documentation requirements were typical for this kind of loan. still evaluating against other offers from competitor banks.,,0,0,medium
ACCT-0001010,2023-03-06,18.0,male,south,bachelor,part_time,standard,mobile,False,False,675,7392.5,88815.87,25388.89,0.2859,59061.37,0.0516,72,955.63,68805.44,0,0.0,1432,9.0,"still evaluating against other offers from competitor banks. process was fine, nothing exceptional either way.",,0,1,medium
ACCT-0002981,2024-06-11,21.0,male,midwest,high_school,full_time,standard,mobile,False,True,743,2204.7,26850.35,15332.24,0.571,22944.35,0.0983,48,566.92,27212.21,1,0.0,188,7.0,"ok experience overall, no strong feelings to share. took longer than expected but got approved in the end. documentation requirements were typical for this kind of loan.",,0,0,low
ACCT-0002528,2023-01-10,38.0,male,pacific,graduate,full_time,basic,agent,True,False,809,2012.18,24325.4,8475.17,0.3484,33960.08,0.0861,72,605.67,43608.04,0,2.0,1309,4.0,"ok experience overall, no strong feelings to share. took longer than expected but got approved in the end. documentation requirements were typical for this kind of loan.",,0,1,low
ACCT-0000559,2024-07-20,51.0,male,south,bachelor,full_time,basic,mobile,True,False,548,1504.17,18433.4,12943.75,0.7022,20594.33,0.1139,12,1812.37,21748.46,2,1.0,181,9.0,"great customer service, will recommend to friends and family.",,0,1,very_high
ACCT-0005148,2023-06-21,18.0,female,pacific,graduate,full_time,premium,online,False,False,850,3653.65,43708.27,16488.09,0.3772,17512.67,0.0461,36,521.8,18784.72,1,1.0,1074,10.0,very smooth application process and the agent was helpful. rates were competitive and the funds came through quickly.,,0,1,low
ACCT-0000148,2024-07-25,44.0,male,south,bachelor,contract,standard,online,True,False,593,2921.29,35195.35,20632.83,0.5862,11765.86,0.1054,72,214.05,15411.58,1,,535,4.0,"process was fine, nothing exceptional either way.",,0,0,high
ACCT-0003979,2022-09-23,43.0,female,northeast,bachelor,full_time,premium,branch,True,False,706,5202.44,61759.86,14628.29,0.2369,51076.28,0.0749,84,783.1,65780.81,1,0.0,73,9.0,"process was fine, nothing exceptional either way. documentation requirements were typical for this kind of loan.",,0,4,medium
ACCT-0002566,2023-06-21,47.0,male,pacific,high_school,full_time,premium,online,False,False,687,4295.54,51583.86,18257.28,0.3539,37570.83,0.0564,48,876.24,42059.72,0,0.0,1063,10.0,easy to track payments through the mobile app. very smooth application process and the agent was helpful.,,0,1,medium
ACCT-0002036,2022-05-24,29.0,male,pacific,bachelor,full_time,basic,online,True,False,721,3541.19,42815.4,21224.31,0.4957,32705.9,0.0823,24,1482.61,35582.61,1,0.0,46,9.0,rates were competitive and the funds came through quickly.,,0,0,medium
ACCT-0000244,2023-09-20,36.0,male,west,bachelor,full_time,basic,mobile,False,False,641,2118.11,25198.71,27020.86,1.0723,10213.86,0.1291,36,337.83,12161.85,1,1.0,1428,10.0,"rates were competitive and the funds came through quickly. transparent fees, no hidden charges that I noticed. great customer service, will recommend to friends and family.",,0,1,high
ACCT-0000292,2022-08-26,60.0,male,south,high_school,contract,premium,agent,False,False,698,3759.29,44929.27,,0.3327,37055.31,0.1232,12,3297.95,39575.38,1,0.0,1492,6.0,"took longer than expected but got approved in the end. ok experience overall, no strong feelings to share.",,0,2,medium
ACCT-0003216,2023-11-14,42.0,female,south,bachelor,full_time,basic,online,False,False,828,6470.48,77740.9,14291.38,0.1838,66509.16,0.074,36,2029.33,73056.04,1,1.0,325,6.0,"still evaluating against other offers from competitor banks. process was fine, nothing exceptional either way. documentation requirements were typical for this kind of loan.",,0,2,low
ACCT-0004265,2022-07-14,29.0,male,south,bachelor,full_time,standard,online,False,True,850,6571.35,78903.25,23452.1,0.2972,37392.87,0.0804,36,1172.5,42209.96,0,,234,10.0,"process was fine, nothing exceptional either way. took longer than expected but got approved in the end.",,0,2,low
ACCT-0003519,2022-04-06,18.0,male,midwest,high_school,full_time,basic,online,False,False,741,4055.87,48807.6,15035.93,0.3081,48839.25,0.0786,24,2205.64,52935.38,0,,939,9.0,"process was fine, nothing exceptional either way. took longer than expected but got approved in the end. documentation requirements were typical for this kind of loan.",,0,0,low
ACCT-0005991,2022-05-05,,female,northeast,high_school,full_time,basic,online,False,True,682,5229.92,62887.98,16841.97,0.2678,40445.68,0.0892,84,649.07,54521.47,1,6.0,1412,5.0,"process was fine, nothing exceptional either way.",,0,0,medium
ACCT-0003125,2024-04-08,43.0,male,midwest,bachelor,full_time,basic,online,False,False,768,4971.05,59527.0,14951.25,0.2512,44034.4,0.0665,12,3778.72,45344.61,0,1.0,284,6.0,"transparent fees, no hidden charges that I noticed.",,0,2,low
ACCT-0004462,2024-01-15,27.0,male,west,high_school,part_time,standard,online,True,True,704,5271.41,63356.03,14333.05,0.2262,83321.81,0.1248,24,3894.22,93461.35,0,3.0,1375,4.0,the autopay system charged me twice in the same month. interest rate jumped after the first quarter without warning.,2024-07-05,1,2,medium
ACCT-0000202,2022-06-10,43.0,female,west,bachelor,part_time,basic,online,False,True,661,7090.88,84551.62,25626.04,0.3031,30334.83,0.1171,24,1423.87,34172.92,0,0.0,1090,8.0,"ok experience overall, no strong feelings to share. documentation requirements were typical for this kind of loan.",,0,0,high
ACCT-0004304,2024-08-19,25.0,female,midwest,graduate,part_time,basic,branch,True,False,798,3948.69,47532.11,8894.11,0.1871,23159.77,0.0828,36,715.93,25773.47,0,4.0,460,4.0,"transparent fees, no hidden charges that I noticed.",,0,3,low
ACCT-0003846,2023-12-10,47.0,female,northeast,high_school,full_time,premium,online,True,True,789,3705.94,44468.0,15427.74,0.3469,13951.52,0.096,84,220.27,18502.35,2,0.0,1456,6.0,"great customer service, will recommend to friends and family.",,0,0,low
ACCT-0002897,2022-07-30,45.0,male,south,high_school,full_time,standard,branch,True,True,643,6177.81,74500.3,18172.11,0.2439,48802.65,0.0922,72,885.15,63730.92,0,1.0,1284,,very smooth application process and the agent was helpful.,,0,3,high
